fiyat,yil,marka,seri,model,kilometre,vites_tipi,yakit_tipi,cekis,yakit_deposu,motor_hacmi,motor_gucu,boyali_parca,degisen_parca
750,405900,2017,Dacia,1.5 DCI Stepway Easy-R 90 Ps Hatchback,Sandero,118336,Otomatik,Dizel,Önden Çekiş,50.0,1.461,88.0,3,0
751,440000,2017,Hyundai,1.2 MPI Elite 84 Ps Hatchback,i20,76294,Düz,Benzinli,Önden Çekiş,50.0,1.248,83.0,0,0
752,457500,2018,Hyundai,1.4 CRDI Style 90 Ps Hatchback,i20,33611,Düz,Dizel,Önden Çekiş,45.0,1.396,89.0,1,5
753,427000,2020,Renault,1.0 SCe Joy 72 Ps Hatchback,Clio,37410,Düz,Benzinli,Önden Çekiş,42.0,999.0,71.0,0,1
754,405000,2014,Fiat,1.3 MULTİJET 85 HP POPSTAR,500 L,137470,Düz,Dizel,,,,,0,0
755,397000,2017,Fiat,1.4 Fire Urban 95 Ps Sedan,Egea,66500,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.368,94.0,0,1
756,417750,2017,Renault,1.5 DCI Joy 75 Ps Hatchback,Clio,111569,Düz,Dizel,Önden Çekiş,45.0,1.461,74.0,2,3
757,475900,2022,Fiat,1.3 MultiJet Premio 95 Ps Combi,Fiorino,2073,Düz,Dizel,,45.0,1.248,94.0,0,0
758,600000,2022,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,9893,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,8,4
759,370000,2020,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,10000,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
760,450000,2020,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,92472,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,4,0
761,700000,2019,Renault,1.5 DCI Touch 110 Ps Sedan,Megane,116389,Otomatik,Dizel,Önden Çekiş,49.0,1.461,108.0,6,4
762,280000,2012,Fiat,Punto EVO 1.3 Mjet Dynamic Start-Stop,Punto,106567,Düz,Dizel,Önden Çekiş,45.0,1.248,75.0,1,2
763,480000,2020,Fiat,Egea 1.4 16V Fire Urban,Egea,14822,Düz,Benzinli,,,,,0,0
764,372000,2014,Opel,Corsa 1.2 Twinport Essentia,Corsa,85704,Düz,Benzinli,Önden Çekiş,45.0,1.229,85.0,0,0
765,320000,2018,Fiat,Fiorino Combi 1.4 Fire Safeline,Fiorino,51000,Düz,Benzinli/LPG,,45.0,1.36,73.0,0,0
766,450000,2021,Fiat,Doblo Combi 1.3 M.jet Easy,Doblo,98820,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,6,6
767,265000,2013,Fiat,Linea 1.3 Multijet Pop,Linea,210000,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
768,355000,2011,Ford,Focus 1.6 TDCi Trend X,Focus,134322,Düz,Dizel,Önden Çekiş,55.0,1.56,90.0,4,2
769,279900,2015,Renault,Symbol 1.5 dCi Joy,Symbol,207755,Düz,Dizel,Önden Çekiş,50.0,1.461,75.0,2,4
770,239900,2009,Renault,Kangoo Multix 1.5 dCi Authentique,Kangoo,284332,Düz,Benzinli,Önden Çekiş,60.0,1.461,65.0,0,0
771,259900,2011,Fiat,Doblo Combi 1.6 Multijet Elegance,Doblo,272014,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,1,3
772,387750,2014,Ford,Fiesta 1.5 TDCi Trend,Fiesta,98579,Düz,Dizel,Önden Çekiş,42.0,1.498,75.0,2,2
773,325000,2012,Volkswagen,Polo 1.2 TDI Trendline,Polo,130000,Düz,Dizel,Önden Çekiş,45.0,1.199,75.0,1,0
774,252000,2011,Fiat,Fiorino Combi 1.3 Multi Emotion,Fiorino,111881,Düz,Dizel,,,,,3,2
775,287750,2012,Renault,Clio 1.5 dCi Authentique,Clio,189902,Düz,Dizel,Önden Çekiş,55.0,1.461,65.0,8,2
776,245000,2012,Fiat,My Fiorino Combi 1.3 Multijet Active,Fiorino,137927,Düz,Dizel,,45.0,1.248,75.0,2,0
777,325000,2011,Renault,Latitude Executive 1.5 dCi,Latitude,207264,Düz,Dizel,Önden Çekiş,66.0,1.461,110.0,10,0
778,352000,2014,Dacia,Sandero 1.5 dCi Stepway,Sandero,84733,Düz,Dizel,Önden Çekiş,50.0,1.461,90.0,0,0
779,450000,2012,Opel,Astra 1.6 HB GL,Astra,163191,Düz,Benzinli,,,,,0,0
780,315000,2011,Opel,Astra Sedan 1.6 Enjoy,Astra,176492,Düz,Benzinli/LPG,Önden Çekiş,52.0,1.598,115.0,1,1
781,352000,2012,Renault,Clio 1.5 dCi Icon,Clio,164520,Düz,Dizel,Önden Çekiş,45.0,1.461,75.0,2,1
782,290000,2010,Opel,Astra 1.6 Edition,Astra,192998,Düz,Benzinli,Önden Çekiş,56.0,1.598,115.0,3,0
783,250000,2005,Volkswagen,Bora 1.6 Comfortline,Bora,257888,Düz,Benzinli,Önden Çekiş,55.0,1.595,105.0,0,0
784,279900,2014,Fiat,Doblo Combi 1.6 Multijet Safeline,Doblo,257800,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,3,1
785,300000,2008,Hyundai,Accent Era 1.4 Start,Accent,181000,Düz,Benzinli,Önden Çekiş,45.0,1.399,97.0,1,0
786,415750,2012,Volkswagen,Polo 1.4 TSI Comfortline,Polo,74769,Düz,Benzinli,Önden Çekiş,45.0,1.39,85.0,2,3
787,270000,2007,Fiat,Grande Punto 1.4 Fire Active,Grande Punto,149853,Düz,Benzinli,Önden Çekiş,45.0,1.368,77.0,2,0
788,410000,2019,Dacia,1.5 BlueDCI Stepway 115 Ps MPV,Lodgy,95760,Düz,Dizel,Önden Çekiş,50.0,1.461,113.0,0,0
789,650000,2022,Dacia,1.5 BlueDCI Ambiance 95 Ps MPV,Lodgy,6860,Düz,Dizel,Önden Çekiş,50.0,1.461,94.0,0,0
790,695000,2020,Ford,1.5 Ti-VCT Trend X 123 Ps Sedan,Focus,5747,Düz,Benzinli,Önden Çekiş,52.0,1.497,121.0,0,0
791,417000,2018,Citroen,1.6 BlueHDI Live 100 Ps Sedan,C-Elysee,124234,Düz,Dizel,Önden Çekiş,50.0,1.56,98.0,0,0
792,400000,2020,Ford,1.5 TDCI Deluxe 100 Ps Kombi,Tourneo Courier,21626,Düz,Dizel,,48.0,1.498,99.0,0,0
793,430000,2016,Toyota,1.33 Life 99 Ps Hatchback,Auris,60277,Düz,Benzinli,Önden Çekiş,50.0,1.329,98.0,0,0
794,325000,2015,Seat,Ibiza 1.4 16V Style,Ibiza,124938,Düz,Benzinli,Önden Çekiş,45.0,1.39,85.0,0,0
795,305000,2016,Fiat,Doblo 1.6 M. Jet trekking 105 hp manuel,Doblo,252213,Düz,Dizel,,,,,2,0
796,390000,2015,Renault,1.2 Turbo Joy EDC 120 Ps Hatchback,Clio,115638,Düz,Benzinli,Önden Çekiş,45.0,1.197,118.0,0,0
797,400000,2016,Renault,1.2 Turbo Joy EDC 120 Ps Hatchback,Clio,67548,Düz,Benzinli,Önden Çekiş,45.0,1.197,118.0,0,0
798,350000,2016,Fiat,1.4 Fire Urban 95 Ps Sedan,Egea,42758,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,1
799,362500,2011,Opel,Astra 1.3 CDTI ecoFLEX Enjoy Plus,Astra,161302,Düz,Dizel,Önden Çekiş,56.0,1.248,95.0,0,0
800,340000,2014,Renault,Clio 1.5 dCi Icon,Clio,177342,Düz,Dizel,Önden Çekiş,45.0,1.461,75.0,0,2
801,410000,2015,Ford,Tourneo Connect 1.6 TDCi SWB Titanium,Tourneo Connect,201200,Düz,Dizel,Önden Çekiş,60.0,1.56,115.0,2,0
802,225000,2012,Fiat,Fiorino Combi 1.3 Multi Emotion,Fiorino,225000,Düz,Dizel,,,,,0,0
803,399900,2014,Renault,Kangoo Multix 1.5 dCi Extreme,Kangoo,317152,Düz,Dizel,Önden Çekiş,60.0,1.461,90.0,0,0
804,249000,2015,Fiat,Linea 1.3 Multijet Pop,Linea,178117,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,2,0
805,295000,2015,Fiat,Linea 1.4 Fire Actual,Linea,150000,Düz,Benzinli,Önden Çekiş,45.0,1.368,77.0,0,0
806,305000,2015,Fiat,Linea 1.4 Fire Actual,Linea,162000,Düz,Benzinli,Önden Çekiş,45.0,1.368,77.0,0,0
807,229900,2004,Opel,Corsa 1.3 CDTI Essentia,Corsa,219311,Düz,Dizel,Önden Çekiş,44.0,1.248,70.0,2,1
808,357000,2014,Opel,Corsa 1.2 Twinport Essentia 15 Alaşım Jant,Corsa,39000,Düz,Benzinli,Önden Çekiş,45.0,1.229,85.0,0,0
809,238900,2012,Renault,Symbol 1.2 16V Authentique Edition,Symbol,156291,Düz,Benzinli,Önden Çekiş,50.0,1.149,75.0,0,0
810,308000,2012,Renault,Symbol 1.2 16V Expression,Symbol,112538,Düz,Benzinli,Önden Çekiş,50.0,1.149,75.0,0,0
811,385900,2017,Fiat,1.3 MultiJet Premio MTA 75 Ps Combi,Fiorino,55608,Otomatik,Dizel,,45.0,1.248,74.0,0,2
812,364900,2017,Fiat,1.3 MultiJet Safeline ESP 90 Ps Combi,Doblo,60035,Düz,Dizel,Önden Çekiş,60.0,1.248,89.0,0,0
813,431000,2019,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,35059,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.368,94.0,0,0
814,365900,2019,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,104551,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,1
815,400000,2020,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,45000,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.368,94.0,1,0
816,386900,2020,Fiat,1.3 MultiJet Pop 95 Ps Combi,Fiorino,17920,Düz,Dizel,,45.0,1.248,94.0,0,0
817,342500,2016,Fiat,1.6 MultiJet Premio Plus 105 Ps Combi,Doblo,186846,Düz,Dizel,Önden Çekiş,60.0,1.598,103.0,3,0
818,297750,2015,Citroen,1.2 VTI Comfort ETG5 83 Ps Sedan,C-Elysee,195795,Düz,Benzinli,Önden Çekiş,50.0,1.199,82.0,2,2
819,315000,2015,Fiat,1.3 MultiJet Easy 90 Ps Combi,Doblo,169500,Düz,Dizel,Önden Çekiş,60.0,1.248,89.0,0,0
820,322000,2015,Fiat,1.3 MultiJet Easy 90 Ps Combi,Doblo,208000,Düz,Dizel,Önden Çekiş,60.0,1.248,89.0,0,0
821,95000,1992,Fiat,1.6 Doğan L,Doğan,250000,Düz,Benzinli/LPG,,,,,2,0
822,255000,2007,Ford,Tourneo Connect K210 S 1.8 TDCi,Tourneo Connect,175000,Düz,Dizel,Önden Çekiş,60.0,1.753,90.0,6,0
823,339000,2016,Ford,Transit Courier 1.5 TDCi Trend,Transit Courier,170000,Düz,Dizel,,45.0,1.498,75.0,0,0
824,470000,2012,Opel,Astra 1.4 T Sport Active Select,Astra,155800,Otomatik,Benzinli/LPG,Önden Çekiş,56.0,1.364,140.0,0,0
825,375000,2012,Opel,Astra Classic III 1.6i 16V Essentia,Astra,120000,Düz,Benzinli/LPG,Önden Çekiş,52.0,1.598,115.0,0,0
826,170000,2010,Fiat,Doblo Combi 1.3 M.jet Safeline,Doblo,278340,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,9,3
827,345000,2012,Hyundai,i20 1.2 D-CVVT JUMP,i20,128800,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.248,85.0,0,0
828,303000,2014,Hyundai,i20 1.2 D-CVVT SENSE,i20,82944,Düz,Benzinli,Önden Çekiş,45.0,1.248,85.0,3,1
829,290000,2013,Fiat,Linea 1.3 Multijet Active Plus,Linea,128747,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,0
830,365000,2013,Volkswagen,Polo 1.2 TDI Trendline,Polo,209891,Düz,Dizel,Önden Çekiş,45.0,1.199,75.0,3,1
831,299900,2015,Peugeot,Bipper Tepee 1.3 HDi Comfort,Bipper,86160,Düz,Dizel,,45.0,1.248,75.0,2,0
832,269000,2013,Renault,Clio SportTourer 1.5 dCi Joy,Clio,276000,Düz,Dizel,Önden Çekiş,45.0,1.461,75.0,0,3
833,530000,2022,Fiat,1.3 MultiJet Easy Plus 95 Ps Sedan,Egea,17713,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
834,275000,2007,Fiat,Grande Punto 1.4 Starjet Dynamic,Grande Punto,177865,Düz,Benzinli,Önden Çekiş,45.0,1.368,95.0,4,0
835,390000,2019,Renault,1.2 16V Joy 75 Ps Hatchback,Clio,44515,Düz,Benzinli,Önden Çekiş,45.0,1.149,74.0,1,0
836,410000,2022,Fiat,1.3 MultiJet Safeline 95 Ps Combi,Fiorino,9541,Düz,Dizel,,,1.248,94.0,0,0
837,355000,2020,Peugeot,1.5 BlueHDI Active 102 Ps Sedan,301,58700,Düz,Dizel,Önden Çekiş,50.0,1.499,100.0,0,0
838,530000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,16187,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
839,475000,2020,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,33269,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,0,0
840,530000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,5437,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
841,530000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,4363,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
842,530000,2022,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,7329,Düz,Dizel,Önden Çekiş,50.0,1.248,94.0,0,0
843,315000,2017,Fiat,1.3 MultiJet Safeline ESP 75 Ps Combi,Fiorino,148852,Düz,Dizel,,45.0,1.248,74.0,0,0
844,460000,2022,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,9222,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
845,393000,2019,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,30966,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
846,330000,2021,Fiat,1.4 Fire Pop 77 Ps Combi,Fiorino,9308,Düz,Benzinli,,45.0,1.368,76.0,0,0
847,405000,2016,Fiat,1.4 Fire Urban 95 Ps Sedan,Egea,46910,Düz,Benzinli,Önden Çekiş,45.0,1.368,94.0,0,0
848,370000,2015,Fiat,1.6 MultiJet Premio 105 Ps Combi,Doblo,98000,Düz,Dizel,Önden Çekiş,60.0,1.598,103.0,0,0
849,380000,2020,Fiat,1.3 MultiJet Premio 95 Ps Combi,Fiorino,42120,Düz,Benzinli,,45.0,1.248,94.0,0,0
850,360000,2016,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,91290,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,0,0
851,285000,2017,Peugeot,1.6 HDI Active 93 Ps Sedan,301,258714,Düz,Dizel,Önden Çekiş,50.0,1.56,92.0,0,0
852,430000,2018,Hyundai,1.4 MPI Elite Otomatik 100 Ps Hatchback,i20,76451,Düz,Benzinli,Önden Çekiş,50.0,1.368,99.0,0,0
853,245000,2015,Fiat,1.3 MultiJet Maxi Easy 90 Ps Combi,Doblo,201551,Düz,Dizel,Önden Çekiş,60.0,1.248,89.0,5,4
854,395900,2017,Hyundai,1.4 CRDI Style 90 Ps Hatchback,i20,80744,Düz,Dizel,Önden Çekiş,45.0,1.396,89.0,2,0
855,560000,2016,Opel,1.4 Turbo Dynamic Otomatik 150 Ps Hatchback,Astra,73586,Otomatik,Benzinli,Önden Çekiş,52.0,1.399,148.0,0,0
856,135000,2000,Fiat,Şahin 1.6,Şahin,130000,Düz,Benzinli/LPG,,,,,11,0
857,300000,2018,Fiat,1.6 MultiJet Easy 120 Ps Combi,Doblo,264450,Düz,Dizel,Önden Çekiş,60.0,1.598,118.0,0,0
858,385000,2014,Citroen,C- Elysee 1.6 HDİ Exclusive,C- Elysee,250725,Düz,Dizel,Önden Çekiş,48.0,1.56,92.0,3,0
859,280000,2007,Ford,Tourneo Connect K210 S 1.8 TDCi,Tourneo Connect,154013,Düz,Dizel,Önden Çekiş,60.0,1.753,90.0,4,1
860,295000,2009,Hyundai,Getz 1.4 DOHC AB AC,Getz,153219,Düz,Benzinli,Önden Çekiş,45.0,1.399,97.0,4,1
861,220000,2010,Fiat,Albea Sole 1.4 Fire Premio,Albea,152067,Düz,Benzinli,Önden Çekiş,48.0,1.368,77.0,0,0
862,285000,2011,Ford,Fiesta 1.4 TDCi Trend,Fiesta,151912,Düz,Dizel,Önden Çekiş,45.0,1.398,70.0,3,0
863,330000,2013,Renault,Fluence 1.5 dCi Joy EDC,Fluence,211800,Otomatik,Dizel,Önden Çekiş,60.0,1.461,110.0,3,0
864,388750,2013,Hyundai,ACCENT BLUE 1.6 CRDI MODE PLUS,Accent,68860,Düz,Dizel,Önden Çekiş,43.0,1.582,128.0,0,0
865,335000,2015,Hyundai,i20 1.2 D-CVVT JUMP,i20,123841,Düz,Benzinli,Önden Çekiş,45.0,1.248,85.0,3,0
866,310000,2012,Fiat,Grande Punto 1.3 Multijet,Grande Punto,231969,Düz,Dizel,Önden Çekiş,45.0,1.248,75.0,8,0
867,325000,2017,Fiat,Linea 1.3 Multijet Pop,Linea,50790,Düz,Benzinli,Önden Çekiş,45.0,1.248,95.0,0,0
868,360000,2015,Fiat,Doblo Combi 1.3 M.jet Premio,Doblo,228039,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,3,0
869,400000,2016,Nissan,2.3 dCi 160 4x2 Tekna 160 Ps Çift Kabin Pick-Up,Navara,130500,Düz,Dizel,,80.0,2.298,158.0,4,2
870,225000,2005,Citroen,C3 1.4 16V SensoDrive,C3,163500,Otomatik,Benzinli,Önden Çekiş,45.0,1.36,92.0,5,0
871,245000,2014,Fiat,Linea 1.3 Multijet Pop,Linea,148749,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,0,1
872,299900,2013,Opel,Corsa 1.2 Twinport Essentia,Corsa,115174,Düz,Benzinli,Önden Çekiş,45.0,1.229,85.0,3,3
873,240000,2007,Ford,Focus 1.6 TDCi Trend,Focus,325590,Düz,Dizel,Önden Çekiş,55.0,1.56,110.0,10,1
874,200000,2011,Fiat,Albea Sole 1.3 Multijet Dynamic Plus,Albea,247088,Düz,Dizel,Önden Çekiş,48.0,1.248,70.0,3,0
875,400000,2014,Ford,Tourneo Courier 1.6 TDCi Titanium,Tourneo Courier,96731,Düz,Dizel,,45.0,1.56,95.0,0,0
876,290000,2020,Fiat,Doblo Cargo Maxi 1.6 Multijet Plus Pack,Doblo,250000,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,3,0
877,195000,2001,Renault,Megane 1.6 RTE 16v AC,Megane,215906,Düz,Benzinli/LPG,,,,,7,1
878,360000,2012,Peugeot,301 1.6 Hdi Allure,301,101883,Düz,Dizel,Önden Çekiş,50.0,1.56,92.0,2,0
879,170000,2001,Opel,Corsa Swing 1.4,Corsa,281862,Düz,Benzinli,,,,,9,3
880,238000,2015,Dacia,Dokker Van 1.5 DCI Ambiance,Dokker,113215,Düz,Dizel,Önden Çekiş,50.0,1.461,75.0,1,0
881,235750,2005,Ford,Transit Connect T220 S 1.8 TDdi,Transit Connect,157015,Düz,Benzinli,Önden Çekiş,60.0,1.753,75.0,0,3
882,235000,2006,Hyundai,Getz 1.4 DOHC AB AC,Getz,170450,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.399,97.0,1,2
883,345000,2010,Renault,Megane 1.5 dCi Expression,Megane,166367,Düz,Dizel,Önden Çekiş,60.0,1.461,85.0,2,0
884,300000,2018,Fiat,Fiorino Combi 1.3 Multijet Safeline,Fiorino,140000,Düz,Dizel,,45.0,1.248,75.0,2,3
885,350000,2016,Peugeot,301 1.6 Hdi Active,301,103797,Düz,Dizel,Önden Çekiş,50.0,1.56,92.0,2,1
886,590000,2020,Fiat,1.6 MultiJet Mirror 120 Ps Sedan,Egea,23189,Düz,Dizel,Önden Çekiş,45.0,1.598,118.0,0,0
887,272500,2011,Opel,1.3 CDTI Enjoy 111 90 Ps Sedan,Astra,274320,Düz,Dizel,Önden Çekiş,52.0,1.248,89.0,0,0
888,395900,2020,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,84572,Düz,Dizel,Önden Çekiş,45.0,1.248,94.0,1,0
889,255000,2005,Nissan,Micra 1.2 Tekna Otomatik,Micra,161420,Düz,Benzinli/LPG,Önden Çekiş,46.0,1.24,80.0,6,2
890,213000,2006,Honda,City 1.4 Elite,City,218516,Düz,Benzinli/LPG,Önden Çekiş,42.0,1.339,83.0,0,2
891,328900,2016,Fiat,1.3 MultiJet Safeline ESP 90 Ps Combi,Doblo,82000,Düz,Dizel,Önden Çekiş,60.0,1.248,89.0,2,1
892,400000,2016,Fiat,Egea Easy 1.3 Multijet 95 HP,Egea,122000,Düz,Dizel,,,,,2,0
893,310500,2020,Fiat,1.4 Eko Pop 77 Ps Combi,Fiorino,69190,Düz,Benzinli,,45.0,1.368,76.0,1,3
894,469900,2013,Fiat,500L 1.3 MTJ CROSS PLUS 85 hp DUALOGIC,500 L,79244,Otomatik,Dizel,,,,,0,0
895,260000,2012,Fiat,Fiorino Combimix 1.3 Multijet,Fiorino,203023,Düz,Benzinli,,,,,2,3
896,435000,2012,Opel,Astra 1.6 Edition,Astra,115897,Düz,Benzinli,Önden Çekiş,56.0,1.598,115.0,0,0
897,483000,2020,Iveco,Iveco Daily 35c 3.0 Dizel,Iveco,216239,Düz,Benzinli,,,,,0,0
898,335000,2013,Peugeot,301 1.6 Hdi Allure,301,135506,Düz,Benzinli,Önden Çekiş,50.0,1.56,92.0,5,8
899,300000,2004,Renault,Symbol 1.4 Expression,Symbol,170798,Düz,Benzinli,Önden Çekiş,50.0,1.39,75.0,9,1
900,211900,2011,Renault,Symbol 1.5 dCi Authentique,Symbol,272450,Düz,Dizel,Önden Çekiş,50.0,1.461,65.0,2,2
901,299500,2011,Renault,Clio 1.5 dCi Authentique,Clio,111284,Düz,Dizel,Önden Çekiş,55.0,1.461,65.0,0,0
902,350000,2006,Toyota,Corolla 1.4 D-4D Luna,Corolla,151306,Düz,Dizel,Önden Çekiş,55.0,1.364,90.0,4,4
903,191000,2011,Fiat,Fiorino Combi 1.3 Multi Emotion,Fiorino,213459,Düz,Dizel,,,,,6,0
904,199900,2008,Ford,Transit Connect K210 S 1.8 TDCi Standart şasi,Transit Connect,215150,Düz,Dizel,Önden Çekiş,60.0,1.753,90.0,3,0
905,330000,2006,Hyundai,Getz 1.4 DOHC AB AC,Getz,99602,Düz,Benzinli,Önden Çekiş,45.0,1.399,97.0,2,0
906,299500,2012,Fiat,Punto EVO 1.4 Fire My Life Start-Stop,Punto,173595,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.368,77.0,0,0
907,375000,2015,Renault,Clio SportTourer 1.5 dCi Joy,Clio,101436,Düz,Dizel,Önden Çekiş,45.0,1.461,75.0,2,1
908,235000,2009,Fiat,Doblo Combi 1.3 Multijet Carioca,Doblo,286677,Düz,Dizel,,60.0,1.248,75.0,4,7
909,251000,2010,Ford,Fiesta 1.4 TDCi Titanium,Fiesta,180799,Düz,Dizel,Önden Çekiş,45.0,1.398,68.0,6,2
910,325000,2016,Citroen,1.6 hdi,C-Elysee,250000,Düz,Dizel,,,,,0,0
911,355000,2020,Fiat,1.4 Eko Pop 77 Ps Combi,Fiorino,72974,Düz,Benzinli/LPG,,45.0,1.368,76.0,7,0
912,333000,2016,Fiat,1.3 MultiJet Popstar 75 Ps Hatchback,Punto,58186,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.248,74.0,0,0
913,140000,2011,Peugeot,Bipper 1.4 HDi,Bipper,344258,Düz,Dizel,,45.0,1.398,70.0,2,4
914,248000,2011,Fiat,Punto EVO 1.3 Mjet Active,Punto,202329,Düz,Dizel,Önden Çekiş,45.0,1.248,75.0,4,0
915,397500,2017,Fiat,Doblo Combi 1.6 Multijet Premio,Doblo,110188,Düz,Dizel,Önden Çekiş,60.0,1.598,105.0,3,2
916,385000,2016,Fiat,1.3 MultiJet Premio ESP 75 Ps Combi,Fiorino,73951,Düz,Dizel,,45.0,1.248,74.0,0,1
917,357000,2017,Fiat,1.3 MultiJet Pop ESP 75 Ps Combi,Fiorino,115000,Düz,Dizel,,45.0,1.248,74.0,0,0
918,300000,2015,Fiat,1.3 MultiJet Emotion Comfortmatic 75 Ps Combi,Fiorino,93800,Otomatik,Dizel,,45.0,1.248,74.0,0,1
919,400000,2017,Citroen,1.6 HDI Feel 93 Ps Sedan,C-Elysee,129446,Düz,Dizel,Önden Çekiş,48.0,1.56,92.0,3,0
920,284900,2014,Opel,Corsa 1.2 Twinport Active 15 Alaşım Jant,Corsa,88271,Düz,Benzinli,Önden Çekiş,45.0,1.229,85.0,0,0
921,352500,2012,Opel,Astra Classic III 1.6i 16V Essentia Easytronic,Astra,173701,Otomatik,Benzinli/LPG,Önden Çekiş,52.0,1.598,115.0,3,0
922,169900,2005,Hyundai,GETZ 1.3 GLS,Getz,242441,Düz,Benzinli/LPG,Önden Çekiş,45.0,1.341,82.0,0,2
923,279900,2014,Fiat,Linea 1.3 Multijet Urban,Linea,220371,Düz,Dizel,Önden Çekiş,45.0,1.248,95.0,3,3
924,325000,2012,Renault,Fluence 1.5 dCi Extreme,Fluence,192050,Düz,Dizel,Önden Çekiş,60.0,1.461,110.0,3,0
925,359900,2012,Ford,Fiesta 1.4 Titanium,Fiesta,87938,Düz,Benzinli,Önden Çekiş,42.0,1.388,96.0,0,0
926,280000,2010,Ford,Fiesta 1.4 Titanium,Fiesta,288000,Düz,Dizel,Önden Çekiş,42.0,1.388,96.0,8,0
927,260000,2004,Ford,Transit Connect T220 S 1.8 TDdi,Transit Connect,211421,Düz,Dizel,Önden Çekiş,60.0,1.753,75.0,6,1
928,195000,2005,Renault,Symbol1.5 dCi Alize ( 80 ),Symbol,230000,Düz,Dizel,Önden Çekiş,50.0,1.461,80.0,0,0
929,217500,2011,Kia,Rio 1.4 GSL Trend,Rio,199100,Düz,Benzinli,Önden Çekiş,45.0,1.399,97.0,2,0
930,280000,2012,Fiat,Doblo Combi 1.3 Multijet Dynamic,Doblo,217000,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,0,1
931,290000,2013,Fiat,Doblo Combi 1.3 M.jet Easy,Doblo,86900,Düz,Dizel,Önden Çekiş,60.0,1.248,90.0,0,0
932,250000,2013,Fiat,Punto 1.2 Pop S-S,Punto,271614,Düz,Benzinli,Önden Çekiş,45.0,1.242,69.0,4,0
933,775000,2018,Hyundai,1.6 CRDI 4x2 Elite DCT 136 Ps SUV,Tucson,186900,Düz,Dizel,Önden Çekiş,62.0,1.598,134.0,0,1
934,400000,2017,Renault,1.0 SCe Joy 75 Ps Sedan,Symbol,84593,Düz,Benzinli,Önden Çekiş,50.0,998.0,74.0,0,0
935,280000,2001,Nissan,Almera 1.5 Luxury,Almera,157378,Düz,Benzinli,,,,,2,3
936,169900,2006,Hyundai,Matrix 1.6 GLS,Matrix,275189,Düz,Benzinli/LPG,Önden Çekiş,55.0,1.599,103.0,3,4
937,358500,2015,Fiat,1.3 MultiJet Safeline 90 Ps Combi,Doblo,96850,Düz,Dizel,Önden Çekiş,60.0,1.248,89.0,1,0
938,244500,2011,Hyundai,Matrix 1.5 CRDi VGT Style,Matrix,85395,Düz,Dizel,Önden Çekiş,55.0,1.493,110.0,5,0
939,420000,2015,Opel,1.4 Essentia Otomatik 90 Ps Hatchback,Corsa,83121,Düz,Benzinli,Önden Çekiş,45.0,1.398,89.0,0,0
