fiyat,yil,marka,seri,model,kilometre,vites_tipi,yakit_tipi,cekis,yakit_deposu,motor_hacmi,motor_gucu,boyali_parca,degisen_parca,fiyat_log
390000,7,Fiat,Doblo Combi 1.3 M.jet Safeline,Doblo,112226,Düz,Dizel,Önden Çekiş,60.0,1248,90.0,0,0,12.873902018105829
499000,9,Skoda,Yeti 1.6 TDI Ambition Greenline,Yeti,187835,Otomatik,Dizel,Önden Çekiş,60.0,1598,105.0,2,1,13.120361374733656
409500,10,Renault,Clio 1.2 16V Icon,Clio,73396,Düz,Benzin,Önden Çekiş,45.0,1149,75.0,1,3,12.922692182275261
300000,8,Citroen,Nemo Combi 1.3 HDI SX Plus Vizyon,Nemo,138291,Düz,Dizel,Önden Çekiş,45.0,1248,74.0,3,0,12.611537753638338
318000,14,Hyundai,Accent Era 1.4 Team,Accent,134040,Düz,LPG & Benzin,Önden Çekiş,45.0,1399,97.0,2,2,12.669806661762314
300000,11,Fiat,Doblo Combi 1.6 M.jet Easy,Doblo,305675,Düz,Dizel,Önden Çekiş,60.0,1598,105.0,0,0,12.611537753638338
450000,11,Renault,Fluence 1.5 dCi Business EDC,Fluence,210000,Düz,Benzin,Önden Çekiş,60.0,1461,110.0,1,2,13.017002861746503
600000,11,Renault,Clio 1.5 dCi Extreme,Clio,150147,Düz,Dizel,Önden Çekiş,55.0,1461,85.0,3,1,13.304684934198283
380000,20,Ford,Focus 1.6 Ghia,Focus,216083,Düz,Benzin,Önden Çekiş,55.0,1596,100.0,10,0,12.84792653170257
249900,14,Hyundai,Getz 1.5 VGT 4 HY KLM,Getz,232411,Düz,Dizel,Önden Çekiş,45.0,1493,88.0,0,1,12.428816116823043
210000,17,Renault,Clio 1.4 16V Dynamique,Clio,212130,Düz,LPG & Benzin,Önden Çekiş,55.0,1390,98.0,4,0,12.254862809699606
405000,11,Renault,Clio Turbo Icon Stop-Start,Clio,112124,Düz,Benzin,Önden Çekiş,45.0,8980,90.0,0,0,12.911642346088676
360000,6,Peugeot,301 1.6 Hdi Active,301,242397,Düz,Dizel,Önden Çekiş,50.0,1560,92.0,0,0,12.793859310432293
360000,6,Peugeot,301 1.6 Hdi Active,301,191077,Düz,Dizel,Önden Çekiş,50.0,1560,92.0,1,1,12.793859310432293
260000,18,Nissan,Almera 1.5 Tekna,Almera,275323,Düz,LPG & Benzin,Önden Çekiş,60.0,1498,98.0,1,0,12.468436909997665
440000,7,Fiat,Doblo Combi 1.6 M.jet Premio Plus,Doblo,68222,Düz,Dizel,Önden Çekiş,60.0,1598,105.0,0,0,12.994530005894443
205000,12,Peugeot,Partner Tepee 1.6 HDI Premium Pack,Partner,217350,Düz,Dizel,Önden Çekiş,60.0,1560,110.0,0,0,12.230765258120545
440000,12,Ford,Focus 1.6 Collection,Focus,173895,Düz,LPG & Benzin,Önden Çekiş,55.0,1596,100.0,0,1,12.994530005894443
200000,17,Chevrolet,Lacetti Sedan 1.6 16V SX,Lacetti,156000,Düz,LPG & Benzin,Önden Çekiş,60.0,1598,109.0,5,0,12.206072645530174
1200000,6,Nissan,X-Trail 1.6 dCi Sky Pack Xtronic,X-Trail,80000,Otomatik,Dizel,Önden Çekiş,60.0,1598,131.0,0,0,13.997832114758229
219900,15,Fiat,Palio Sole 1.4 Fire Dynamic,Palio,223917,Düz,LPG & Benzin,Önden Çekiş,51.0,1368,77.0,3,0,12.300928176542852
350000,7,Fiat,Doblo Combi 1.6 Multijet Premio,Doblo,221489,Düz,Dizel,Önden Çekiş,60.0,1598,105.0,0,0,12.765688433465597
400000,10,Opel,Corsa 1.3 CDTI Essentia,Corsa,78446,Düz,Dizel,Önden Çekiş,45.0,1248,75.0,1,1,12.89921982609012
330000,12,Volkswagen,Caddy 1.6 TDI Trendline,Caddy,328700,Düz,Dizel,Önden Çekiş,60.0,1598,102.0,2,0,12.706847933442663
295000,8,Renault,Symbol 1.5 dCi Joy,Symbol,182000,Düz,Dizel,Önden Çekiş,50.0,1461,90.0,3,0,12.594730635321957
279900,8,Renault,Symbol 1.2 16V Joy,Symbol,176288,Düz,Benzin,Önden Çekiş,50.0,1149,75.0,3,1,12.542187675503545
310000,11,Ford,Fiesta 1.25i Trend,Fiesta,71400,Düz,Benzin,Önden Çekiş,42.0,1242,82.0,4,0,12.644327576461329
244900,12,Renault,Symbol 1.5 dCi Authentique,Symbol,152778,Düz,Dizel,Önden Çekiş,50.0,1461,65.0,7,2,12.40860524294026
310000,8,Fiat,Linea 1.3 Multijet Pop,Linea,238078,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,1,0,12.644327576461329
350000,8,Fiat,Linea 1.3 Multijet Pop,Linea,58025,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,1,0,12.765688433465597
245000,12,Fiat,Linea 1.6 Multijet Emotion Plus,Linea,242000,Düz,Dizel,Önden Çekiş,45.0,1598,105.0,0,0,12.409013489526863
300000,9,Fiat,Linea 1.3 Multijet Actual,Linea,135828,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,0,1,12.611537753638338
310000,13,Suzuki,ALTO 1.0 GL,Alto,110555,Düz,Benzin,Önden Çekiş,35.0,9960,68.0,2,0,12.644327576461329
385000,9,Hyundai,i20 1.4 CRDI JUMP,i20,101901,Düz,Dizel,Önden Çekiş,45.0,1396,90.0,0,0,12.86099861326992
300000,11,Hyundai,i20 1.4 CVVT JUMP,i20,122000,Düz,LPG & Benzin,Önden Çekiş,45.0,1396,100.0,3,0,12.611537753638338
555000,8,Seat,Leon 1.6 CR TDI Style DSG,Leon,135890,Otomatik,Dizel,Önden Çekiş,55.0,1598,105.0,0,0,13.226723392728571
265000,18,Renault,Megane Wagon 1.6 16V Privilege,Megane,262978,Düz,LPG & Benzin,Önden Çekiş,60.0,1598,110.0,3,1,12.487485104968359
365900,12,Kia,Venga 1.6 CRDi Panaroma,Venga,102898,Düz,Benzin,Önden Çekiş,48.0,1582,128.0,0,0,12.810115351007298
350000,6,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,171370,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,0,0,12.765688433465597
485000,3,Fiat,1.4 16V Fire Urban Plus 95 Ps Hatchback,Egea,11916,Düz,Benzin,Önden Çekiş,50.0,1368,94.0,0,0,13.091904169919621
310000,18,Ford,1.6 VCT Trend 115 Ps MPV,C-Max,260436,Düz,Dizel,Önden Çekiş,55.0,1596,114.0,3,0,12.644327576461329
399900,5,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,62676,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,3,0,12.89896979483491
470000,3,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,27243,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,0,0,13.060487973686241
400000,2,Fiat,1.3 MultiJet Easy 95 Ps Combi,Doblo,94240,Düz,Dizel,Önden Çekiş,60.0,1248,94.0,0,0,12.89921982609012
510000,2,Fiat,1.3 MultiJet Maxi Safeline 95 Ps Combi,Doblo,24545,Düz,Dizel,Önden Çekiş,60.0,1248,94.0,0,0,13.142166004700508
625900,8,Skoda,1.6 TDI GreenTec Style DSG 110 Ps Hatchback,Octavia,148311,Otomatik,Dizel,Önden Çekiş,50.0,1598,108.0,1,3,13.346945892912792
190000,4,Citroen,1.6 BlueHDI Feel 76 Ps Hatchback,C3,214927,Düz,Dizel,Önden Çekiş,42.0,1560,75.0,3,0,12.154779351142624
662500,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,24274,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,0,13.403775836842515
600000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,33129,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,2,1,13.304684934198283
580000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,25352,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,2,2,13.270783382522602
415000,4,Renault,0.9 TCe Joy 90 Ps Sedan,Symbol,39900,Düz,Benzin,Önden Çekiş,50.0,8980,89.0,0,0,12.936033799212835
389900,4,Citroen,1.2 PureTech Live 83 Ps Sedan,C-Elysee,55109,Düz,Benzin,Önden Çekiş,50.0,1199,82.0,0,0,12.87364557497069
449900,2,Fiat,1.4 Fire Easy Plus 95 Ps Sedan,Egea,48601,Düz,LPG & Benzin,Önden Çekiş,45.0,1368,94.0,0,0,13.016780614829264
470000,3,Fiat,1.4 16V Fire Street 95 Ps Hatchback,Egea,33500,Düz,Benzin,Önden Çekiş,50.0,1368,94.0,2,0,13.060487973686241
380000,4,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,183500,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,1,0,12.84792653170257
550000,3,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,14327,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,0,0,13.217673557208654
475000,7,Toyota,1.33 Life 99 Ps Sedan,Corolla,69215,Düz,Benzin,Önden Çekiş,55.0,1329,98.0,3,0,13.071070083016778
290000,13,Hyundai,1.5 CRDI VGT Eco Otomatik 110 Ps Sedan,Accent Era,262000,Düz,Benzin,Önden Çekiş,45.0,1493,109.0,3,1,12.577636201962656
320000,9,Hyundai,1.2 MPI Jump 84 Ps Hatchback,i20,167150,Düz,Benzin,Önden Çekiş,50.0,1248,83.0,4,4,12.676076274775909
450000,2,Fiat,1.6 MultiJet Safeline 105 Ps Combi,Doblo,78291,Düz,Dizel,Önden Çekiş,60.0,1598,103.0,0,0,13.017002861746503
335000,6,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,227350,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,2,2,12.721885810807203
345000,7,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,166603,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,1,1,12.751299696013497
349900,13,Volkswagen,Polo 1.4 TSI Comfortline DSG,Polo,153129,Düz,Benzin,Önden Çekiş,45.0,1390,85.0,4,1,12.765402678355779
239900,14,Hyundai,i10 1.1 TEAM,i10,95527,Düz,LPG & Benzin,Önden Çekiş,35.0,1086,66.0,4,2,12.387977448827787
190000,18,Hyundai,GETZ 1.3 GLS,Getz,189318,Düz,Benzin,Önden Çekiş,45.0,1341,82.0,7,3,12.154779351142624
300000,19,Volkswagen,Polo 1.4 Comfortline,Polo,225000,Düz,LPG & Benzin,Önden Çekiş,45.0,1390,75.0,0,0,12.611537753638338
275000,11,Fiat,Linea 1.3 Multijet Active Plus,Linea,112000,Düz,Dizel,Önden Çekiş,45.0,1248,90.0,2,1,12.524526376648708
330000,8,Fiat,Linea 1.3 Multijet Pop,Linea,113000,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,0,0,12.706847933442663
330000,6,Fiat,Linea 1.3 Multijet Pop,Linea,132201,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,2,0,12.706847933442663
385000,11,Renault,Symbol 1.5 dCi Authentique,Symbol,140528,Düz,Dizel,Önden Çekiş,50.0,1461,65.0,3,1,12.86099861326992
370000,18,Opel,Corsa 1.3 CDTI Essentia,Corsa,225057,Düz,Benzin,Önden Çekiş,44.0,1248,70.0,5,0,12.821258284620408
200000,18,Renault,Kangoo 1.5 dCi Authentique,Kangoo,271113,Düz,Dizel,Önden Çekiş,50.0,1461,70.0,3,0,12.206072645530174
355000,12,Kia,Ceed 1.6 CRDi Cool,Ceed,262623,Düz,Dizel,Önden Çekiş,53.0,1582,90.0,2,4,12.779873068457553
420000,14,Nissan,Qashqai 1.6 Tekna 4x2,Qashqai,111650,Düz,Benzin,Önden Çekiş,65.0,1598,115.0,0,0,12.948009990259552
450000,2,Fiat,Doblo Combi Maxi 1.3 M.jet Safeline,Doblo,75660,Düz,Dizel,Önden Çekiş,60.0,1248,90.0,0,0,13.017002861746503
395000,11,Nissan,Micra 1.2 Platinum,Micra,38036,Düz,Benzin,Önden Çekiş,41.0,1198,80.0,0,0,12.886641043883259
430000,2,Fiat,Doblo Combi 1.6 Multijet Safeline,Doblo,78128,Düz,Benzin,Önden Çekiş,60.0,1598,105.0,0,0,12.971540487669746
270000,15,Fiat,Grande Punto 1.4 Fire Active,Grande Punto,123667,Düz,LPG & Benzin,Önden Çekiş,45.0,1368,77.0,0,0,12.506177237980511
250000,7,Fiat,Doblo Cargo Maxi 1.3 Multijet,Doblo,191000,Düz,Dizel,Önden Çekiş,60.0,1248,90.0,10,0,12.429216196844383
280000,13,Opel,Corsa 1.2 Essentia,Corsa,190000,Düz,LPG & Benzin,Önden Çekiş,45.0,1229,80.0,0,0,12.542544882151386
250000,11,Dacia,Logan 1.5 DCI Ambiance,Logan,250000,Düz,Dizel,Önden Çekiş,50.0,1461,75.0,7,4,12.429216196844383
340000,17,Toyota,Avensis 1.6 Comfort,Avensis,222000,Düz,LPG & Benzin,Önden Çekiş,60.0,1598,110.0,0,0,12.736700896592344
350000,9,Renault,Clio 1.5 dCi Joy,Clio,130103,Düz,Dizel,Önden Çekiş,45.0,1461,75.0,0,0,12.765688433465597
285000,15,Honda,City 1.4 Comfort,City,171953,Düz,Benzin,Önden Çekiş,42.0,1339,83.0,0,0,12.560244459250788
300000,9,Dacia,Logan MCV 1.5 dCi Ambiance,Logan,275500,Düz,Dizel,Önden Çekiş,50.0,1461,75.0,4,0,12.611537753638338
475000,4,Fiat,1.6 MultiJet Urban DCT 120 Ps Sedan,Egea,100000,Otomatik,Dizel,Önden Çekiş,45.0,1598,118.0,0,0,13.071070083016778
460000,5,Fiat,1.6 MultiJet Urban DCT 120 Ps Sedan,Egea,100000,Otomatik,Dizel,Önden Çekiş,45.0,1598,118.0,5,0,13.038981768465277
452000,7,Hyundai,1.2 MPI Jump 84 Ps Hatchback,i20,77200,Düz,Benzin,Önden Çekiş,50.0,1248,83.0,1,0,13.021437458814368
430000,3,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,20000,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,0,0,12.971540487669746
532500,1,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,12002,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,0,0,13.185338176565716
530000,3,Fiat,1.4 Fire Mirror 95 Ps Sedan,Egea,20894,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,0,0,13.180632285528304
650000,7,Ford,1.5 TDCI Titanium 75 Ps Hatchback,Fiesta,156245,Düz,Dizel,Önden Çekiş,42.0,1498,74.0,2,1,13.38472764187182
200000,18,Renault,1.2 16V Authentique 65 Ps Hatchback,Clio,227672,Düz,Benzin,Önden Çekiş,55.0,1149,64.0,10,0,12.206072645530174
595000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,38000,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,2,13.296316684527767
375000,13,Skoda,Octavia 1.6 CR TDI Ambiente DSG,Octavia,198000,Otomatik,Dizel,Önden Çekiş,55.0,1598,105.0,10,0,12.834681304952548
400000,19,Volkswagen,1.6 FSI Sportline Tiptronic 115 Ps Hatchback,Golf,191350,Otomatik,Benzin,Önden Çekiş,55.0,1598,114.0,0,1,12.89921982609012
320000,6,Fiat,1.3 MultiJet Maxi Easy ESP 90 Ps Combi,Doblo,350000,Düz,Dizel,Önden Çekiş,60.0,1248,89.0,3,0,12.676076274775909
505000,1,Fiat,1.4 Fire Easy Plus 95 Ps Sedan,Egea,15322,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,0,0,13.132313708257497
430000,3,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,36610,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,0,1,12.971540487669746
405000,4,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,61970,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,0,0,12.911642346088676
335000,7,Fiat,1.3 MultiJet Easy ESP 90 Ps Combi,Doblo,229261,Düz,Dizel,Önden Çekiş,60.0,1248,89.0,1,0,12.721885810807203
265000,13,Ford,Transit Connect GLX K210 S 1.8 TDCi,Transit Connect,246500,Düz,Dizel,Önden Çekiş,60.0,1753,90.0,0,0,12.487485104968359
305000,17,Volkswagen,Jetta 1.6 Primeline,Jetta,245472,Düz,LPG & Benzin,Önden Çekiş,55.0,1595,102.0,6,0,12.628067055589549
325000,13,Fiat,Punto EVO 1.4 8V Dynamic,Punto,112000,Düz,Benzin,Önden Çekiş,45.0,1368,77.0,0,1,12.691580461311874
280000,12,Ford,Transit Connect GLX K210 S 1.8 TDCi,Transit Connect,215200,Düz,Dizel,Önden Çekiş,60.0,1753,110.0,0,0,12.542544882151386
325000,11,Renault,Clio 1.2 16V Joy,Clio,92000,Düz,Benzin,Önden Çekiş,45.0,1149,75.0,0,2,12.691580461311874
333000,5,Renault,Symbol 1.5 dCi Joy,Symbol,130229,Düz,Benzin,Önden Çekiş,50.0,1461,75.0,0,2,12.71589776896258
450000,1,Fiat,1.4 Fire Easy Plus 95 Ps Sedan,Egea,11500,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,1,1,13.017002861746503
439900,4,Dacia,0.9 Tce Techroad 90 Ps Hatchback,Sandero,20500,Düz,Benzin,Önden Çekiş,50.0,8980,88.0,0,0,12.99430270733681
665000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,19000,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,0,13.407542319637992
585000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,33100,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,1,13.279367126213993
650000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,29366,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,0,13.38472764187182
400000,6,Dacia,1.5 DCI Stepway Plus 90 Ps Kombi,Dokker,132010,Düz,Dizel,Önden Çekiş,50.0,1461,88.0,0,1,12.89921982609012
425000,7,Fiat,1.3 MultiJet Urban 95 Ps Sedan,Egea,160379,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,1,0,12.959844447906553
512500,5,Renault,1.5 DCI Icon EDC 90 Ps Hatchback,Clio,106516,Düz,Dizel,Önden Çekiş,45.0,1461,89.0,3,0,13.1470559899947
467500,4,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,68781,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,1,0,13.055154627710879
452500,4,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,86265,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,3,0,13.022543042122118
550000,1,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,17829,Düz,Dizel,Önden Çekiş,50.0,1248,94.0,0,0,13.217673557208654
550000,1,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,19870,Düz,Dizel,Önden Çekiş,50.0,1248,94.0,0,0,13.217673557208654
590000,5,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,50616,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,0,0,13.287877815881902
525000,1,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,7550,Düz,Dizel,Önden Çekiş,50.0,1248,94.0,0,0,13.17115354157376
525000,1,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,11000,Düz,Dizel,Önden Çekiş,50.0,1248,94.0,0,0,13.17115354157376
345000,6,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,188750,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,4,2,12.751299696013497
452500,4,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,109861,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,0,0,13.022543042122118
525000,1,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,17650,Düz,Dizel,Önden Çekiş,50.0,1248,94.0,0,0,13.17115354157376
470000,1,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,9700,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,2,0,13.060487973686241
470000,1,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,19870,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,0,0,13.060487973686241
317000,9,Renault,Clio 1.5 dCi Joy,Clio,214726,Düz,Dizel,Önden Çekiş,45.0,1461,75.0,0,0,12.666657052859417
275000,10,Fiat,Linea 1.3 Multijet Pop,Linea,175000,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,1,0,12.524526376648708
390000,7,Peugeot,301 1.6 Hdi Active,301,116550,Düz,Dizel,Önden Çekiş,50.0,1560,92.0,0,2,12.873902018105829
254900,11,Renault,Symbol 1.2 16V Authentique,Symbol,216800,Düz,Benzin,Önden Çekiş,50.0,1149,75.0,5,0,12.448626590364206
515900,11,Hyundai,ix35 1.6 GDI 4x2 Style Plus,ix35,172646,Düz,LPG & Benzin,Önden Çekiş,55.0,1591,135.0,2,2,13.15366822723274
303900,9,Fiat,Linea 1.3 Multijet Pop,Linea,117500,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,4,0,12.624453978904885
393000,12,Opel,Astra 1.4 T Cosmo,Astra,102000,Düz,Benzin,Önden Çekiş,56.0,1364,140.0,6,0,12.881564890851399
234900,19,Hyundai,GETZ 1.3 GLS,Getz,83797,Düz,LPG & Benzin,Önden Çekiş,45.0,1341,82.0,2,0,12.366915170647005
352000,5,Renault,Symbol 1.5 dCi Joy,Symbol,117000,Düz,Dizel,Önden Çekiş,50.0,1461,75.0,1,0,12.771386454580234
335000,5,Renault,Symbol 1.5 dCi Joy,Symbol,145447,Düz,Dizel,Önden Çekiş,50.0,1461,75.0,0,0,12.721885810807203
555000,2,Fiat,1.4 Fire Urban 95 Ps Sedan,Egea,19658,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,0,0,13.226723392728571
335000,6,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,198000,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,0,0,12.721885810807203
580000,3,Renault,1.0 TCe Touch X-Tronic 100 Ps Hatchback,Clio,21266,Otomatik,Benzin,Önden Çekiş,42.0,9990,98.0,0,0,13.270783382522602
395000,4,Renault,1.5 DCI Exclusive 90 Ps Combi,Kangoo Multix,108293,Düz,Dizel,Önden Çekiş,60.0,1461,89.0,1,1,12.886641043883259
640000,2,Dacia,1.5 BlueDCI 4x4 Comfort 115 Ps SUV,Duster,56338,Düz,Dizel,4x4,50.0,1461,113.0,0,0,13.369223455335854
465000,2,Renault,1.5 BlueDCI Touch 95 Ps Combi,Kangoo Multix,63785,Düz,Dizel,Önden Çekiş,60.0,1461,94.0,0,0,13.049792684569493
410000,3,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,70000,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,2,0,12.92391243868049
450000,8,Citroen,Berlingo 1.6 HDi Selection,Berlingo,126642,Düz,Dizel,Önden Çekiş,60.0,1560,115.0,2,0,13.017002861746503
275000,11,Hyundai,i20 TROY 1.4 CVVT TEAM,i20,172294,Düz,Benzin,Önden Çekiş,45.0,1248,100.0,5,1,12.524526376648708
299000,8,Fiat,Linea 1.3 Multijet Pop,Linea,122669,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,0,0,12.608198852372823
650000,4,Hyundai,1.6 MPI Style 127 Ps Sedan,Elantra,35289,Düz,LPG & Benzin,Önden Çekiş,50.0,1591,126.0,0,0,13.38472764187182
1299000,3,Volkswagen,1.5 TSI ACT Elegance DSG 150 Ps SUV,Tiguan,44270,Otomatik,Benzin,Önden Çekiş,58.0,1498,148.0,0,0,14.077105295652737
595000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,42500,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,1,13.296316684527767
190000,13,Hyundai,Getz 1.5 VGT 4 HY KLM ABS SR,Getz,250000,Düz,Dizel,Önden Çekiş,45.0,1493,110.0,7,0,12.154779351142624
400000,6,Fiat,Punto 1.4 Pop S-S,Punto,83133,Düz,Benzin,Önden Çekiş,45.0,1368,77.0,2,0,12.89921982609012
435000,3,Renault,Kangoo Multix 1.5 dCi Extreme,Kangoo,50137,Düz,Dizel,Önden Çekiş,60.0,1461,90.0,2,0,12.983101310070822
355000,8,Renault,Clio 1.2 16V Joy,Clio,116000,Düz,Benzin,Önden Çekiş,45.0,1149,75.0,0,2,12.779873068457553
625000,5,Fiat,1.6 MultiJet Cross Plus DCT 120 Ps Crossover,500 X,36000,Otomatik,Dizel,Önden Çekiş,48.0,1598,118.0,0,1,13.345506928718539
280000,14,Chevrolet,1.6 LS Plus Otomatik 113 Ps Sedan,Cruze,181000,Otomatik,LPG & Benzin,Önden Çekiş,60.0,1598,111.0,0,2,12.542544882151386
375000,14,Toyota,Yaris 1.33 Terra,Yaris,61627,Otomatik,Benzin,Önden Çekiş,42.0,1329,101.0,0,0,12.834681304952548
415000,4,Fiat,1.3 MultiJet Safeline 95 Ps Combi,Doblo,80000,Düz,Dizel,Önden Çekiş,60.0,1248,94.0,0,2,12.936033799212835
382000,6,Fiat,Punto 1.4 Pop S-S,Punto,74000,Düz,Benzin,Önden Çekiş,45.0,1368,77.0,0,0,12.853175887588712
350000,9,Renault,Fluence 1.5 dCi Joy EDC,Fluence,249000,Otomatik,Dizel,Önden Çekiş,60.0,1461,110.0,0,0,12.765688433465597
661000,3,Opel,1.4 Turbo Edition Plus 140 Ps Sedan,Astra,58512,Düz,Benzin,Önden Çekiş,56.0,1364,138.0,0,0,13.401509118833824
620000,7,Opel,1.6 CDTI Sport Otomatik 136 Ps Sedan,Astra,93520,Otomatik,Dizel,Önden Çekiş,56.0,1598,134.0,0,0,13.337474757021274
939000,3,Opel,1.2 EcoTEC Enjoy Skyline Otomatik 130 Ps SUV,Grandland X,28633,Düz,Benzin,Önden Çekiş,53.0,1199,128.0,0,0,13.7525707581904
935000,3,Opel,1.2 EcoTEC Enjoy Skyline Otomatik 130 Ps SUV,Grandland X,29364,Otomatik,Benzin,Önden Çekiş,53.0,1199,128.0,0,0,13.748301808270824
887000,3,Opel,1.5 D EcoTEC Enjoy 130 Ps SUV,Grandland X,34751,Otomatik,Dizel,Önden Çekiş,53.0,1499,128.0,0,0,13.695600261291716
668000,5,Dacia,1.5 DCI 4x4 Prestige 110 Ps SUV,Duster,99196,Düz,Dizel,4x4,50.0,1461,108.0,0,0,13.412043452518782
427000,7,Dacia,Lodgy 1.5 dCi Laureate,Lodgy,100883,Düz,Dizel,Önden Çekiş,50.0,1461,90.0,0,0,12.96453929221076
746000,3,Citroen,1.5 BlueHDI Feel EAT6 122 Ps AirCross,C3,29610,Otomatik,Dizel,Önden Çekiş,45.0,1499,120.0,0,0,13.522480879185897
379000,9,Hyundai,1.2 MPI Style 84 Ps Hatchback,i20,108550,Düz,Benzin,Önden Çekiş,50.0,1248,83.0,2,4,12.845291484064564
600000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,40376,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,1,0,13.304684934198283
280000,9,Renault,Kangoo Multix 1.5 dCi Touch,Kangoo,136004,Düz,Dizel,Önden Çekiş,60.0,1461,90.0,0,0,12.542544882151386
485000,5,Renault,1.5 DCI Touch 90 Ps Hatchback,Clio,104504,Düz,Dizel,Önden Çekiş,45.0,1461,89.0,1,1,13.091904169919621
425000,6,Fiat,1.6 MultiJet Lounge DCT 120 Ps Sedan,Egea,166653,Otomatik,Dizel,Önden Çekiş,45.0,1598,118.0,1,1,12.959844447906553
265000,13,Dacia,Sandero 1.4 Ambiance,Sandero,101613,Düz,LPG & Benzin,Önden Çekiş,50.0,1390,75.0,2,0,12.487485104968359
