fiyat,yil,marka,seri,model,kilometre,vites_tipi,yakit_tipi,cekis,yakit_deposu,motor_hacmi,motor_gucu,boyali_parca,degisen_parca,fiyat_log
339500,11,Ford,1.4 TDCI Titanium X 70 Ps Hatchback,Fiesta,152763,Düz,Dizel,Önden Çekiş,45.0,1398,69.0,0,1,12.735229225980888
653000,7,Opel,1.6 CDTI Excellence Otomatik 136 Ps Hatchback,Astra,181368,Otomatik,Dizel,Önden Çekiş,52.0,1598,134.0,0,0,13.389332408258568
440000,2,Fiat,1.3 MultiJet Maxi Easy 95 Ps Combi,Doblo,56782,Düz,Dizel,Önden Çekiş,60.0,1248,94.0,0,0,12.994530005894443
315000,15,Opel,Astra HB 1.3 CDTI Enjoy,Astra,172471,Düz,Dizel,Önden Çekiş,52.0,1248,90.0,3,0,12.66032791780777
808000,5,Honda,1.6 i-VTEC ECO Executive Otomatik 125 Ps Sedan,Civic,52791,Otomatik,LPG & Benzin,Önden Çekiş,47.0,1597,123.0,0,0,13.602317337503232
395000,7,Peugeot,1.2 PureTech Access 83 Ps Hatchback,208,30730,Düz,Benzin,Önden Çekiş,50.0,1199,82.0,0,0,12.886641043883259
986000,4,Peugeot,1.5 BlueHDI Active Life Sky Pack EAT6 132 Ps Cross,3008,52777,Otomatik,Dizel,Önden Çekiş,53.0,1499,130.0,0,0,13.801411633584772
1032000,4,Peugeot,1.5 BlueHDI Allure Selection EAT6 132 Ps Crossover,3008,69235,Otomatik,Dizel,Önden Çekiş,53.0,1499,130.0,0,0,13.847009225023646
981000,4,Peugeot,1.5 BlueHDI Active Life Sky Pack EAT6 132 Ps Cross,3008,50138,Otomatik,Dizel,Önden Çekiş,53.0,1499,130.0,0,0,13.7963277385475
406000,5,Peugeot,1.6 BlueHDI Active 102 Ps Sedan,301,80634,Düz,Dizel,Önden Çekiş,50.0,1560,100.0,0,0,12.91410843858387
453000,3,Peugeot,1.5 BlueHDI Active 102 Ps Sedan,301,63351,Düz,Dizel,Önden Çekiş,50.0,1499,100.0,0,0,13.023647404465171
642000,3,Peugeot,1.5 BlueHDI Allure 132 Ps Combi,Rifter,41011,Düz,Dizel,Önden Çekiş,50.0,1499,130.0,0,0,13.372343582672098
395000,4,Renault,0.9 TCe Joy 90 Ps Hatchback,Clio,22727,Düz,Benzin,Önden Çekiş,45.0,8980,89.0,0,0,12.886641043883259
242000,12,Fiat,Doblo Combi 1.6 Multijet Premio,Doblo,321000,Düz,Dizel,Önden Çekiş,60.0,1598,105.0,0,0,12.396693005138824
225000,12,Renault,Symbol 1.5 dCi Expression,Symbol,259838,Düz,Dizel,Önden Çekiş,50.0,1461,65.0,2,3,12.323855681186558
765000,3,Renault,1.5 Blue DCI Icon EDC 115 Ps Sedan,Megane,99700,Otomatik,Dizel,Önden Çekiş,49.0,1461,113.0,0,0,13.547631112808673
765000,3,Renault,1.5 Blue DCI Icon EDC 115 Ps Sedan,Megane,87000,Otomatik,Dizel,Önden Çekiş,49.0,1461,113.0,2,0,13.547631112808673
1052000,3,Citroen,1.5 BlueHDI Shine EAT8 130 Ps SUV,C5,44461,Otomatik,Dizel,Önden Çekiş,53.0,1499,128.0,0,0,13.866203672279791
966000,3,Citroen,1.5 BlueHDI Feel EAT6 130 Ps SUV,C5,36046,Otomatik,Dizel,Önden Çekiş,53.0,1499,128.0,0,0,13.780919113194654
998000,3,Citroen,1.5 BlueHDI Feel Adventure EAT6 130 Ps SUV,C5,38506,Otomatik,Dizel,Önden Çekiş,53.0,1499,128.0,0,0,13.813508555293602
1091000,3,Citroen,1.5 BlueHDI Shine EAT8 130 Ps SUV,C5,57530,Otomatik,Dizel,Önden Çekiş,53.0,1499,128.0,0,0,13.902605264815207
452000,7,Citroen,1.6 BlueHDI Shine 102 Ps Hatchback,C3,134169,Düz,Dizel,Önden Çekiş,42.0,1560,100.0,0,0,13.021437458814368
215000,17,Opel,1.2 Twinport Essentia Easytronic 80 Ps Hatchback,Corsa,234234,Otomatik,Benzin,Önden Çekiş,44.0,1229,79.0,6,2,12.2783933071098
200000,16,Renault,Symbol 1.4 8V Authentique,Symbol,90289,Düz,LPG & Benzin,Önden Çekiş,50.0,1390,75.0,3,5,12.206072645530174
350000,12,Fiat,Doblo Combi 1.3 Multijet Premio,Doblo,200194,Düz,Dizel,Önden Çekiş,60.0,1248,90.0,0,0,12.765688433465597
350000,12,Fiat,Doblo Combi 1.6 Multijet Premio,Doblo,164000,Düz,Dizel,Önden Çekiş,60.0,1598,105.0,3,0,12.765688433465597
410000,11,Kia,Sportage 1.6 GSL Plus,Sportage,190000,Düz,Benzin,Önden Çekiş,58.0,1591,135.0,0,2,12.92391243868049
189950,15,Chevrolet,Aveo 1.2 SE,Aveo,296000,Düz,LPG & Benzin,Önden Çekiş,45.0,1150,72.0,2,2,12.154516158615772
290900,10,Lancia,Ypsilon 0.9 TwinAir Start-Stop Gold Otomatik,Ypsilon,156880,Otomatik,Benzin,Önden Çekiş,40.0,8750,85.0,3,0,12.580734844483294
375000,12,Citroen,C3 Picasso 1.6 HDi SX,C3 Picasso,155620,Düz,Dizel,Önden Çekiş,50.0,1560,90.0,2,0,12.834681304952548
285000,8,Fiat,Linea 1.3 Multijet Actual Plus GSR,Linea,162000,Düz,Benzin,Önden Çekiş,45.0,1248,95.0,0,0,12.560244459250788
310000,12,Ford,Fiesta 1.4 TDCi Titanium,Fiesta,171000,Düz,Dizel,Önden Çekiş,45.0,1398,68.0,6,0,12.644327576461329
299900,6,Fiat,1.3 MultiJet Easy ESP 90 Ps Combi,Doblo,179147,Düz,Dizel,Önden Çekiş,60.0,1248,89.0,4,0,12.6112043647371
560000,5,Opel,1.4 Enjoy Otomatik 90 Ps Hatchback,Corsa,33200,Otomatik,Benzin,Önden Çekiş,45.0,1398,89.0,0,0,13.235692062711331
400000,4,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,53000,Düz,LPG & Benzin,Önden Çekiş,45.0,1368,94.0,0,0,12.89921982609012
285000,14,Opel,Astra Sedan 1.3 CDTI Enjoy Elegance,Astra,293306,Düz,Dizel,Önden Çekiş,52.0,1248,90.0,0,0,12.560244459250788
320000,7,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,150000,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,7,3,12.676076274775909
320000,7,Fiat,1.3 MultiJet Easy 95 Ps Sedan,Egea,150000,Düz,Dizel,Önden Çekiş,45.0,1248,94.0,7,3,12.676076274775909
325900,6,Fiat,1.6 MultiJet Safeline ESP 105 Ps Combi,Doblo,137838,Düz,Dizel,Önden Çekiş,60.0,1598,103.0,3,0,12.694345864825653
420000,6,Ford,1.5 TDCI SWB Deluxe 100 Ps Kombi,Tourneo Connect,183399,Düz,Dizel,Önden Çekiş,60.0,1498,99.0,1,0,12.948009990259552
520000,3,Fiat,1.6 MultiJet 20.Yıl Ozel Seri 120 Ps Combi,Doblo,64271,Düz,Benzin,Önden Çekiş,60.0,1598,118.0,0,0,13.16158409055761
700000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,49271,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,4,0,13.458835614025542
635000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,47178,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,0,13.36138027787483
700000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,35705,Düz,Dizel,Önden Çekiş,41.0,1499,130.0,4,0,13.458835614025542
660000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,54777,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,0,13.399995114002609
660000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,47251,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,0,13.399995114002609
660000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,47635,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,0,13.399995114002609
640000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,33752,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,0,13.369223455335854
658000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,34254,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,0,13.396960210307455
658000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,44404,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,0,13.396960210307455
658000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,35075,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,0,13.396960210307455
225000,18,Opel,Astra Wagon 1.6 Elegance,Astra,264386,Düz,LPG & Benzin,Önden Çekiş,52.0,1598,105.0,6,0,12.323855681186558
700000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,42857,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,0,0,13.458835614025542
675000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,42766,Düz,Benzin,Önden Çekiş,41.0,1499,130.0,0,0,13.422467969854667
658000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,41803,Düz,Benzin,Önden Çekiş,41.0,1499,130.0,0,0,13.396960210307455
649000,2,Peugeot,1.5 BlueHDI Active EAT8 132 Ps Hatchback,208,18540,Otomatik,Dizel,Önden Çekiş,41.0,1499,130.0,1,0,13.383187995686226
370000,9,Opel,Corsa 1.3 CDTI Enjoy Start-Stop,Corsa,92176,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,2,0,12.821258284620408
400000,10,Seat,Toledo 1.4 TSI Style DSG,Toledo,107625,Düz,Benzin,Önden Çekiş,55.0,1390,122.0,0,0,12.89921982609012
575000,3,Renault,1.0 TCe Icon 100 Ps Hatchback,Clio,35030,Otomatik,Benzin,Önden Çekiş,42.0,9990,98.0,0,2,13.262125319779487
259900,9,Renault,Kangoo Express Maxi Combi 1.5 dCi,Kangoo,355000,Düz,Dizel,Önden Çekiş,60.0,1461,90.0,2,0,12.468052220629582
310000,8,Renault,Kangoo Multix 1.5 dCi Joy,Kangoo,292875,Düz,Dizel,Önden Çekiş,60.0,1461,90.0,0,0,12.644327576461329
350000,5,Renault,Kangoo Multix 1.5 dCi Joy,Kangoo,179000,Düz,Dizel,Önden Çekiş,60.0,1461,90.0,0,1,12.765688433465597
325000,6,Renault,1.5 dCi Touch 90 Ps Kombi,Kangoo,225152,Düz,Dizel,Önden Çekiş,60.0,1461,89.0,2,2,12.691580461311874
375000,6,Renault,1.5 dCi Touch 90 Ps Kombi,Kangoo,167035,Düz,Dizel,Önden Çekiş,60.0,1461,89.0,0,0,12.834681304952548
355000,6,Renault,1.5 dCi Touch 90 Ps Kombi,Kangoo,186015,Düz,Dizel,Önden Çekiş,60.0,1461,89.0,0,0,12.779873068457553
360000,8,Skoda,1.2 TSI GreenTec Ambition 90 Ps Hatchback,Fabia,75559,Düz,Benzin,Önden Çekiş,45.0,1197,89.0,0,0,12.793859310432293
360000,6,Fiat,1.3 MultiJet Premio Plus Gri-Black 90 Ps Combi,Doblo,102628,Düz,Benzin,Önden Çekiş,60.0,1248,89.0,4,1,12.793859310432293
345000,8,Fiat,1.3 MultiJet Urban 95 Ps Sedan,Egea,158448,Düz,Benzin,Önden Çekiş,45.0,1248,94.0,0,0,12.751299696013497
300000,19,Opel,Meriva 1.6 16V Cosmo,Meriva,167391,Düz,Benzin,Önden Çekiş,53.0,1598,100.0,1,3,12.611537753638338
500000,11,Renault,Megane Sport Tourer 1.5 dCi Privilege,Megane,167625,Düz,Dizel,Önden Çekiş,60.0,1461,110.0,3,2,13.122363377404328
325900,10,Chevrolet,"Aveo 1.3 D LS (2013,5)",Aveo,130628,Düz,Dizel,Önden Çekiş,46.0,1248,75.0,1,1,12.694345864825653
205000,14,Fiat,Bravo 1.6 Mjet Emotion,Bravo,285030,Düz,Dizel,Önden Çekiş,58.0,1598,120.0,3,0,12.230765258120545
495000,8,Nissan,Juke 1.5 dCi Sky Pack,Juke,151411,Düz,Dizel,Önden Çekiş,46.0,1461,110.0,0,0,13.112313041550827
325000,5,Renault,Kangoo Multix 1.5 dCi Touch,Kangoo,172373,Düz,Dizel,Önden Çekiş,60.0,1461,90.0,0,0,12.691580461311874
238000,8,Renault,Kangoo Multix 1.5 dCi Touch,Kangoo,349938,Düz,Dizel,Önden Çekiş,60.0,1461,90.0,6,1,12.380025952653611
450000,6,Toyota,1.33 Life 99 Ps Sedan,Corolla,44000,Düz,LPG & Benzin,Önden Çekiş,55.0,1329,98.0,0,0,13.017002861746503
315000,6,Fiat,1.3 MultiJet Safeline ESP 90 Ps Combi,Doblo,110000,Düz,Dizel,Önden Çekiş,60.0,1248,89.0,1,0,12.66032791780777
330000,6,Renault,1.5 DCI Joy 75 Ps Hatchback,Clio,138731,Düz,Benzin,Önden Çekiş,45.0,1461,74.0,0,0,12.706847933442663
359500,6,Ford,1.5 TDCI Titanium X 75 Ps Hatchback,Fiesta,296541,Düz,Dizel,Önden Çekiş,42.0,1498,74.0,0,0,12.79246945614324
372000,3,Fiat,Doblo Combi 1.6 Multijet Easy,Doblo,88000,Düz,Dizel,Önden Çekiş,60.0,1598,105.0,1,1,12.826649133255284
292500,11,Chevrolet,Aveo 1.4 LT,Aveo,100243,Düz,LPG & Benzin,Önden Çekiş,46.0,1398,100.0,4,0,12.58621994565405
275000,10,Citroen,C- Elysee 1.6 HDİ Exclusive,C- Elysee,187500,Düz,Dizel,Önden Çekiş,48.0,1560,92.0,3,0,12.524526376648708
300000,10,Ford,Fiesta 1.25 Trend,Fiesta,70764,Düz,Benzin,Önden Çekiş,42.0,1242,82.0,2,1,12.611537753638338
255000,14,Opel,Corsa 1.2 Essentia,Corsa,210000,Düz,Benzin,Önden Çekiş,45.0,1229,80.0,0,0,12.449018824140563
250000,12,Peugeot,206+ 1.4 HDi Comfort,206+,206520,Düz,Dizel,Önden Çekiş,50.0,1398,70.0,1,2,12.429216196844383
255000,19,Ford,Focus 1.6 Comfort,Focus,239490,Otomatik,Dizel,Önden Çekiş,55.0,1596,100.0,8,1,12.449018824140563
254900,12,Hyundai,i20 Troy 1.2 DOHC Mode,i20,243948,Düz,Benzin,Önden Çekiş,45.0,1248,78.0,2,2,12.448626590364206
180000,14,Peugeot,206 Sedan 1.4 Executive,206,157443,Düz,LPG & Benzin,Önden Çekiş,50.0,1360,75.0,0,2,12.100712129872347
289900,12,Dacia,Sandero 1.5 DCI Stepway,Sandero,175574,Düz,Dizel,Önden Çekiş,50.0,1461,70.0,0,0,12.577291314909747
350000,15,Renault,Clio 1.2 16V Expression,Clio,138170,Düz,Benzin,Önden Çekiş,55.0,1149,75.0,6,0,12.765688433465597
290000,17,Hyundai,Accent Era 1.5 CRDi-VGT Select,Accent,130733,Düz,Dizel,Önden Çekiş,45.0,1493,110.0,0,0,12.577636201962656
395000,14,Ford,Mondeo 1.6 Titanium,Mondeo,138000,Düz,Benzin,Önden Çekiş,70.0,1596,125.0,0,0,12.886641043883259
535000,10,Honda,Civic 1.6 Elegance Smart Eco Otomatik,Civic,143650,Otomatik,Benzin,Önden Çekiş,50.0,1595,125.0,1,0,13.190022025878143
329900,10,Volkswagen,Polo 1.2 TDI Trendline,Polo,178611,Düz,Dizel,Önden Çekiş,45.0,1199,75.0,2,0,12.706544857216672
295000,8,Renault,Symbol 1.5 dCi Joy,Symbol,180598,Düz,Dizel,Önden Çekiş,50.0,1461,90.0,4,1,12.594730635321957
300000,12,Ford,Fiesta 1.4 TDCi Trend,Fiesta,214000,Düz,Dizel,Önden Çekiş,45.0,1398,70.0,2,0,12.611537753638338
270000,10,Fiat,Linea 1.3 Multijet Pop,Linea,228000,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,0,0,12.506177237980511
280000,9,Fiat,Linea 1.3 Multijet Pop,Linea,255000,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,0,0,12.542544882151386
300000,11,Fiat,Doblo Combi 1.6 M.jet Premio,Doblo,340765,Düz,Dizel,Önden Çekiş,60.0,1598,105.0,4,8,12.611537753638338
360000,12,Fiat,Doblo Combi 1.3 Multijet Elegance,Doblo,174380,Düz,Dizel,Önden Çekiş,60.0,1248,90.0,1,0,12.793859310432293
215000,10,Renault,Clio 1.5 dCi Joy,Clio,302028,Düz,Dizel,Önden Çekiş,45.0,1461,75.0,1,2,12.2783933071098
250000,18,Hyundai,GETZ 1.3 GLS,Getz,182000,Düz,LPG & Benzin,Önden Çekiş,45.0,1341,82.0,8,0,12.429216196844383
239500,9,Fiat,Linea 1.3 Multijet Active Plus,Linea,177063,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,2,1,12.386308695833106
290000,9,Fiat,Linea 1.3 Multijet Active Plus,Linea,194000,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,0,0,12.577636201962656
287750,11,Fiat,Linea 1.3 Multijet Active Plus,Linea,184700,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,6,5,12.56984732658413
255000,11,Fiat,Linea 1.3 Multijet Active Plus,Linea,176381,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,4,0,12.449018824140563
230000,11,Fiat,Linea 1.3 Multijet Active Plus,Linea,208714,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,0,1,12.345834587905333
270000,11,Fiat,Linea 1.3 Multijet Active Plus,Linea,112890,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,4,1,12.506177237980511
185000,10,Fiat,Linea 1.3 Multijet Actual,Linea,222796,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,4,2,12.128111104060462
275000,14,Toyota,COROLLA SEDAN 1.4 D-4D COMFORT,Corolla,238554,Düz,Dizel,Önden Çekiş,55.0,1364,90.0,1,1,12.524526376648708
330000,6,Renault,Clio 1.5 dCi Joy,Clio,197800,Düz,Dizel,Önden Çekiş,45.0,1461,75.0,0,1,12.706847933442663
285000,11,Fiat,Punto 1.4 Easy S-S,Punto,152036,Düz,LPG & Benzin,Önden Çekiş,45.0,1368,77.0,2,2,12.560244459250788
300000,9,Fiat,Doblo Combi 1.3 M.jet Premio Black,Doblo,177169,Düz,Dizel,Önden Çekiş,60.0,1248,90.0,0,0,12.611537753638338
250000,11,Fiat,Doblo Combi 1.3 Multijet Dynamic,Doblo,276146,Düz,Dizel,Önden Çekiş,60.0,1248,90.0,1,1,12.429216196844383
239900,10,Fiat,Linea 1.3 Multijet Urban,Linea,97600,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,1,1,12.387977448827787
270000,11,Fiat,Linea 1.3 Multijet Pop,Linea,118082,Düz,Dizel,Önden Çekiş,45.0,1248,95.0,4,0,12.506177237980511
311500,11,Ford,Fiesta 1.4 TDCi Trend,Fiesta,151533,Düz,Dizel,Önden Çekiş,45.0,1398,70.0,3,0,12.649154617209645
267750,10,Fiat,Doblo Combi 1.3 M.jet Easy,Doblo,283942,Düz,Dizel,Önden Çekiş,60.0,1248,90.0,6,4,12.497808988309995
335000,6,Renault,Symbol 1.5 dCi Joy,Symbol,238563,Düz,Dizel,Önden Çekiş,50.0,1461,90.0,1,0,12.721885810807203
275000,8,Renault,Symbol 1.5 dCi Joy,Symbol,173510,Düz,Dizel,Önden Çekiş,50.0,1461,75.0,2,0,12.524526376648708
365000,6,Renault,Symbol 1.5 dCi Joy,Symbol,136120,Düz,Dizel,Önden Çekiş,50.0,1461,90.0,0,0,12.80765263256463
390000,6,Renault,Symbol 1.5 dCi Joy,Symbol,204904,Düz,Dizel,Önden Çekiş,50.0,1461,90.0,2,0,12.873902018105829
335000,6,Renault,Symbol 1.5 dCi Joy,Symbol,233896,Düz,Dizel,Önden Çekiş,50.0,1461,90.0,2,2,12.721885810807203
350000,6,Renault,Symbol 1.5 dCi Joy,Symbol,204810,Düz,Dizel,Önden Çekiş,50.0,1461,90.0,0,0,12.765688433465597
345000,6,Renault,Symbol 1.5 dCi Joy,Symbol,221734,Düz,Dizel,Önden Çekiş,50.0,1461,75.0,2,0,12.751299696013497
215000,8,Renault,Symbol 1.5 dCi Joy,Symbol,341392,Düz,Dizel,Önden Çekiş,50.0,1461,90.0,3,3,12.2783933071098
340000,8,Renault,Kangoo Multix 1.5 dCi Extreme,Kangoo,181582,Düz,Dizel,Önden Çekiş,60.0,1461,110.0,2,2,12.736700896592344
375000,5,Fiat,Doblo Combi 1.3 M.jet Safeline,Doblo,102201,Düz,Dizel,Önden Çekiş,60.0,1248,90.0,1,0,12.834681304952548
240000,14,Ford,Focus 1.6 TDCi Titanium,Focus,177116,Düz,Dizel,Önden Çekiş,55.0,1560,109.0,8,3,12.388394202324129
397750,11,Volkswagen,Polo 1.6 TDI Comfortline,Polo,137342,Düz,Dizel,Önden Çekiş,45.0,1598,90.0,6,0,12.893578946200034
280000,9,Fiat,Linea 1.4 Fire Pop,Linea,135000,Düz,Benzin,Önden Çekiş,45.0,1368,77.0,0,0,12.542544882151386
290000,12,Toyota,Yaris 1.4 D-4D Terra Sporty,Yaris,182607,Düz,Dizel,Önden Çekiş,42.0,1364,90.0,3,1,12.577636201962656
250000,14,Ford,Fiesta 1.4i Comfort ABS,Fiesta,258349,Düz,Benzin,Önden Çekiş,45.0,1388,80.0,0,0,12.429216196844383
780000,3,Jeep,Renegade 1.6L M.jet Limited 4x2,Renegade,23595,Otomatik,Dizel,Önden Çekiş,48.0,1598,120.0,0,0,13.567049198665774
425000,11,Ford,Focus 1.6 Ti-VCT Titanium Powershift,Focus,104437,Otomatik,Benzin,Önden Çekiş,55.0,1596,125.0,2,2,12.959844447906553
380000,8,Fiat,Doblo Combi 1.6 Multijet Safeline,Doblo,83000,Düz,Dizel,Önden Çekiş,60.0,1598,105.0,0,0,12.84792653170257
375000,5,Fiat,Doblo Combi 1.6 M.jet Premio Plus,Doblo,114800,Düz,Dizel,Önden Çekiş,60.0,1598,105.0,0,3,12.834681304952548
480000,10,Renault,Captur 1.5 dCi Icon Start-Stop,Captur,138432,Düz,Dizel,Önden Çekiş,45.0,1461,90.0,0,0,13.081541382884074
355000,11,Citroen,Berlingo 1.6 HDi Combi SX,Berlingo,188681,Düz,Dizel,Önden Çekiş,60.0,1560,110.0,2,1,12.779873068457553
350000,16,Peugeot,207 1.4 HDi Trendy,207,188968,Düz,Dizel,Önden Çekiş,50.0,1398,70.0,1,0,12.765688433465597
195000,18,Renault,Symbol 1.4 Alize,Symbol,200842,Düz,LPG & Benzin,Önden Çekiş,50.0,1390,98.0,1,2,12.180754837545884
327000,10,Renault,Clio Turbo Icon Stop-Start,Clio,133572,Düz,Benzin,Önden Çekiş,45.0,8980,90.0,3,3,12.697715449879391
190000,18,Fiat,Albea 1.3 Multijet Active,Albea,202565,Düz,Dizel,Önden Çekiş,48.0,1248,70.0,11,0,12.154779351142624
278000,12,Ford,Fiesta 1.4 Titanium,Fiesta,202217,Düz,Dizel,Önden Çekiş,42.0,1388,96.0,1,1,12.535376392672774
235000,12,Fiat,Linea 1.3 Multijet Dynamic Plus Dualogic,Linea,175581,Düz,Dizel,Önden Çekiş,45.0,1248,90.0,2,3,12.367340793126296
325000,7,Peugeot,301 1.6 Hdi Active,301,184242,Düz,Dizel,Önden Çekiş,50.0,1560,92.0,2,2,12.691580461311874
265000,7,Peugeot,301 1.6 Hdi Active,301,174575,Düz,Dizel,Önden Çekiş,50.0,1560,92.0,1,1,12.487485104968359
288000,6,Peugeot,301 1.6 Hdi Active,301,160391,Düz,Dizel,Önden Çekiş,50.0,1560,92.0,0,2,12.570715759118084
365000,7,Renault,Fluence 1.5 dCi Touch,Fluence,178690,Otomatik,Dizel,Önden Çekiş,60.0,1461,110.0,4,1,12.80765263256463
195000,10,Ford,Transit Connect K210 S 1.8 TDCi,Transit Connect,158000,Düz,Dizel,Önden Çekiş,60.0,1753,90.0,0,0,12.180754837545884
320000,8,Fiat,1.3 MultiJet Premio Plus 90 Ps Combi,Doblo,167309,Düz,Benzin,Önden Çekiş,60.0,1248,89.0,0,2,12.676076274775909
325000,12,Chevrolet,Cruze 1.6 16V WTCC Edition,Cruze,192059,Düz,LPG & Benzin,Önden Çekiş,60.0,1598,124.0,0,0,12.691580461311874
495000,2,Fiat,1.4 Fire Urban 95 Ps Sedan,Egea,29432,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,0,0,13.112313041550827
385000,6,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,87930,Düz,LPG & Benzin,Önden Çekiş,45.0,1368,94.0,0,0,12.86099861326992
420000,3,Fiat,1.4 Fire Easy 95 Ps Sedan,Egea,11356,Düz,Benzin,Önden Çekiş,45.0,1368,94.0,0,0,12.948009990259552
285000,18,Chevrolet,Lacetti Sedan 1.4 SE,Lacetti,170491,Düz,Benzin,Önden Çekiş,60.0,1399,95.0,2,4,12.560244459250788
450000,3,Fiat,Doblo Cargo Maxi XL 1.6 Multijet Plus Pack,Doblo,59034,Düz,Dizel,Önden Çekiş,60.0,1598,105.0,0,0,13.017002861746503
448000,6,Fiat,1.6 MultiJet Urban 120 Ps Sedan,Egea,134715,Düz,Dizel,Önden Çekiş,45.0,1598,118.0,0,0,13.012548511397123
430000,9,Hyundai,1.4 D-CVVT Mode Plus 100 Ps Sedan,Accent Blue,100906,Düz,LPG & Benzin,Önden Çekiş,43.0,1368,99.0,0,0,12.971540487669746
848000,5,Volkswagen,1.6 TDI BMT Impression DSG 120 Ps Sedan,Passat,97951,Otomatik,Dizel,Önden Çekiş,59.0,1598,118.0,0,0,13.65063591477404
380000,3,Fiat,1.3 MultiJet Easy 95 Ps Combi,Doblo,130057,Düz,Dizel,Önden Çekiş,60.0,1248,94.0,0,2,12.84792653170257
450000,3,Fiat,1.4 Fire Urban Plus 95 Ps Sedan,Egea,17950,Düz,Dizel,Önden Çekiş,45.0,1368,94.0,0,0,13.017002861746503
475000,2,Fiat,1.4 Fire Urban Plus 95 Ps Sedan,Egea,16210,Düz,Dizel,Önden Çekiş,45.0,1368,94.0,0,0,13.071070083016778
450000,7,Peugeot,1.2 PureTech Active ETG5 83 Ps Hatchback,208,22500,Otomatik,Benzin,Önden Çekiş,50.0,1199,82.0,4,3,13.017002861746503
440000,3,Fiat,1.6 MultiJet Premio Plus 120 Ps Combi,Doblo,75548,Düz,Dizel,Önden Çekiş,60.0,1598,118.0,0,0,12.994530005894443
235000,11,Ford,1.8 TDCI SWB GLX 90 Ps Kombi,Tourneo Connect,278000,Düz,Dizel,Önden Çekiş,60.0,1753,89.0,0,0,12.367340793126296
390000,8,Kia,1.25 CVVT Comfort 85 Ps Hatchback,Rio,122000,Düz,LPG & Benzin,Önden Çekiş,43.0,1248,84.0,0,0,12.873902018105829
445000,1,Fiat,1.6 MultiJet Easy 120 Ps Combi,Doblo,19850,Düz,Dizel,Önden Çekiş,60.0,1598,118.0,0,0,13.005829561148378
350000,5,Fiat,1.6 MultiJet Easy 120 Ps Combi,Doblo,250750,Düz,Dizel,Önden Çekiş,60.0,1598,118.0,0,0,12.765688433465597
445000,1,Fiat,1.6 MultiJet Easy 120 Ps Combi,Doblo,20916,Düz,Dizel,Önden Çekiş,60.0,1598,118.0,0,0,13.005829561148378
325000,8,Citroen,1.6 HDI SX 93 Ps Kombivan,Berlingo,170497,Düz,Dizel,Önden Çekiş,60.0,1560,92.0,2,1,12.691580461311874
590000,3,Dacia,1.5 BlueDCI 4x4 Prestige 115 Ps SUV,Duster,71000,Düz,Dizel,4x4,50.0,1461,113.0,0,0,13.287877815881902
849900,1,Ford,1.5 Ti-VCT Trend X Otomatik 123 Ps Sedan,Focus,14186,Otomatik,Benzin,Önden Çekiş,52.0,1497,121.0,0,0,13.652873974486718
