,fiyat,yil,marka,seri,model,kilometre,vites_tipi,yakit_tipi,cekis,yakit_deposu,motor_hacmi,motor_gucu,boya_degisen,boyali_parca,degisen_parca
1155,360000,2012.0,Renault,Latitude,1.5 dCi Privilege,126.0,Düz,Dizel,Önden Çekiş,66.0,1461.0,110.0,"4 değişen, 8 boyalı",8,4
1156,387000,2016.0,Renault,Clio,1.2 Icon,88.0,Düz,Benzin,Önden Çekiş,45.0,1149.0,75.0,,0,0
1157,742000,2018.0,Honda,Civic,1.6 i-VTEC ECO Elegance,65.5,Otomatik,LPG & Benzin,Önden Çekiş,47.0,1597.0,125.0,2 boyalı,2,0
1158,205000,2000.0,Volkswagen,Bora,1.6 Trendline,290.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1595.0,105.0,,0,0
1159,167000,2002.0,Renault,Clio,1.4 Authentique,285.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1390.0,75.0,,0,0
1160,537000,2015.0,Volkswagen,Jetta,1.6 TDi Trendline,130.0,Düz,Dizel,Önden Çekiş,55.0,1598.0,105.0,,0,0
1161,695000,2013.0,Audi,A3,A3 Sportback 1.6 TDI Ambiente,81.5,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,105.0,"1 değişen, 1 boyalı",1,1
1162,458000,2020.0,Fiat,Egea,1.4 Fire Urban Plus,38.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1163,210000,2005.0,Ford,Fiesta,1.4 TDCi Comfort,256.0,Düz,Dizel,Önden Çekiş,45.0,1399.0,68.0,,0,0
1164,655000,2015.0,Volkswagen,Golf,1.2 TSi Comfortline,101.0,Yarı Otomatik,Benzin,Önden Çekiş,50.0,1197.0,110.0,,0,0
1165,395000,2011.0,Ford,Focus,1.6 TDCi Collection,129.0,Düz,Dizel,Önden Çekiş,55.0,1560.0,90.0,2 boyalı,2,0
1166,98500,1991.0,Renault,R 12,Toros,91.5,Düz,LPG & Benzin,Önden Çekiş,,1397.0,72.0,,0,0
1167,530000,2011.0,Volkswagen,Passat,2.0 TDi BlueMotion Comfortline,275.0,Yarı Otomatik,Dizel,Önden Çekiş,70.0,1968.0,140.0,2 boyalı,2,0
1168,660000,2014.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,242.294,Yarı Otomatik,Dizel,Önden Çekiş,70.0,1598.0,105.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1169,620000,2014.0,Toyota,Corolla,1.6 Touch,75.0,Otomatik,Benzin,Önden Çekiş,55.0,1598.0,132.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1170,550000,2022.0,Fiat,Egea,1.4 Fire Urban,15.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1171,360000,2010.0,Ford,Focus,1.6 TDCi Trend X,200.0,Düz,Dizel,Önden Çekiş,55.0,1560.0,90.0,,0,0
1172,255000,2007.0,Mitsubishi,Lancer,1.6 Invite,225.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1584.0,98.0,,0,0
1173,93000,1999.0,Fiat,Uno,70 S,235.0,Düz,LPG & Benzin,Önden Çekiş,,1372.0,71.0,,0,0
1174,440000,2013.0,Ford,Focus,1.6 TDCi Titanium,182.5,Düz,Dizel,Önden Çekiş,53.0,1560.0,115.0,"1 değişen, 1 boyalı",1,1
1175,492000,2022.0,Fiat,Egea,1.4 Fire Easy,6.001,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,,0,0
1176,285000,2004.0,Volkswagen,Passat,1.9 TDi Highline,279.0,Otomatik,Dizel,Önden Çekiş,62.0,1896.0,130.0,8 boyalı,8,0
1177,250000,2012.0,Fiat,Linea,1.3 Multijet Urban,296.5,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,1 boyalı,1,0
1178,485000,2020.0,Renault,Clio,0.9 TCe Sport Tourer Joy,8.0,Düz,Benzin,Önden Çekiş,45.0,898.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1179,654000,2015.0,Volkswagen,Jetta,1.6 TDi Trendline,166.25,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1598.0,105.0,"2 değişen, 4 boyalı",4,2
1180,750000,2022.0,Opel,Corsa,1.2 Turbo Elegance,4.0,Otomatik,Benzin,,,,,,0,0
1181,246000,2004.0,Opel,Vectra,1.6 Comfort,212.0,Düz,LPG & Benzin,Önden Çekiş,61.0,1598.0,100.0,"1 değişen, 4 boyalı",4,1
1182,385000,2005.0,Audi,A4,A4 Sedan 2.0,490.0,Otomatik,LPG & Benzin,Önden Çekiş,70.0,1984.0,130.0,"4 değişen, 4 boyalı",4,4
1183,308000,2011.0,Fiat,Linea,1.3 Multijet Active Plus,135.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,90.0,,0,0
1184,310000,2008.0,Renault,Laguna,1.5 dCi Privilege,222.222,Düz,Dizel,Önden Çekiş,66.0,1461.0,110.0,,0,0
1185,200000,2004.0,Fiat,Palio,1.3 Multijet EL,220.0,Düz,Dizel,Önden Çekiş,51.0,1248.0,70.0,"1 değişen, 3 boyalı",3,1
1186,298750,2001.0,Honda,Civic,1.6 i-VTEC LS,176.0,Otomatik,LPG & Benzin,Önden Çekiş,50.0,1590.0,110.0,"1 değişen, 8 boyalı",8,1
1187,119000,2005.0,Tata,Indica,1.4 Basic,250.0,Düz,Dizel,Önden Çekiş,37.0,1405.0,50.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1188,715000,2022.0,Peugeot,208,1.2 PureTech Prime Selection,4.0,Otomatik,Benzin,Önden Çekiş,44.0,1199.0,101.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1189,357500,2009.0,Volkswagen,Jetta,1.4 TSi Comfortline,263.0,Düz,Benzin,Önden Çekiş,55.0,1390.0,122.0,4 boyalı,4,0
1190,525500,2022.0,Fiat,Egea,1.4 Fire Urban,250.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,,0,0
1191,210000,2023.0,Toyota,Corolla,1.6 Elegant,221.0,Düz,LPG & Benzin,,,1598.0,,,0,0
1192,330000,2012.0,Renault,Clio,1.5 dCi Extreme Edition,114.5,Düz,Dizel,Önden Çekiş,55.0,1461.0,75.0,,0,0
1193,146000,1996.0,Toyota,Corolla,1.3 XE,297.0,Düz,LPG & Benzin,Önden Çekiş,,1332.0,88.0,,0,0
1194,475000,2015.0,Skoda,Rapid,1.2 TSI Spaceback Style,97.0,Yarı Otomatik,Benzin,Önden Çekiş,55.0,1197.0,90.0,3 boyalı,3,0
1195,275000,2006.0,Renault,Clio,1.5 dCi Authentique,183.0,Düz,Dizel,Önden Çekiş,55.0,1461.0,65.0,,0,0
1196,715000,2014.0,Skoda,SuperB,1.6 TDI Elegance,120.0,Düz,Dizel,Önden Çekiş,60.0,1598.0,105.0,,0,0
1197,165000,2000.0,Opel,Vectra,2.0 CD,314.0,Otomatik,LPG & Benzin,Önden Çekiş,60.0,1998.0,136.0,5 boyalı,5,0
1198,355000,2011.0,Peugeot,308,1.6 HDi Comfort Pack,98.0,Yarı Otomatik,Dizel,Önden Çekiş,60.0,1560.0,114.0,,0,0
1199,404000,2013.0,Volkswagen,Golf,1.2 TSi Midline Plus,199.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1197.0,105.0,"3 değişen, 5 boyalı",5,3
1200,310000,2012.0,Hyundai,i20,1.4 CRDi Jump,170.0,Düz,Dizel,Önden Çekiş,45.0,1396.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1201,265000,2006.0,Fiat,Punto,Grande 1.3 Multijet Dynamic,134.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,90.0,,0,0
1202,195000,2006.0,Hyundai,Accent Era,1.5 CRDi-VGT Style,330.0,Düz,Dizel,Önden Çekiş,45.0,1493.0,110.0,"3 değişen, 7 boyalı",7,3
1203,345000,2015.0,Renault,Clio,1.5 dCi Touch,328.0,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1461.0,90.0,"1 değişen, 4 boyalı",4,1
1204,760000,2015.0,Audi,A3,A3 Sedan 1.6 TDI Ambition,102.0,Otomatik,Dizel,Önden Çekiş,,,,,0,0
1205,335000,2009.0,Peugeot,308,1.6 THP Premium Pack,99.0,Otomatik,Benzin,Önden Çekiş,60.0,1598.0,152.0,"1 değişen, 4 boyalı",4,1
1206,895000,2017.0,Volkswagen,Golf,1.6 TDi BlueMotion Comfortline,69.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,115.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1207,330000,2007.0,Ford,Focus,1.6 TDCi Ghia,210.0,Düz,Dizel,Önden Çekiş,55.0,1560.0,110.0,"2 değişen, 6 boyalı",6,2
1208,320000,2013.0,Citroen,C-Elysee,1.2 VTi Comfort,122.0,Düz,Benzin,,,,,,0,0
1209,132000,1997.0,Renault,R 9,1.4 Broadway RN,245.0,Düz,LPG & Benzin,Önden Çekiş,,1390.0,83.0,,0,0
1210,290000,2008.0,Ford,Fiesta,1.4 Comfort,189.0,Düz,Benzin,Önden Çekiş,45.0,1388.0,80.0,,0,0
1211,780000,2022.0,Renault,Megane,1.3 TCe Joy Comfort,0.0,Yarı Otomatik,Benzin,Önden Çekiş,50.0,1332.0,140.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1212,745000,2021.0,Volkswagen,Polo,1.0 Life,15.0,Yarı Otomatik,Benzin,Önden Çekiş,40.0,999.0,95.0,,0,0
1213,1235000,2016.0,BMW,4 Serisi,418i Gran Coupe M Sport,92.3,Otomatik,Benzin,Arkadan İtiş,60.0,1499.0,136.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1214,273000,2006.0,Hyundai,Getz,1.4 DOHC AB AC,213.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1399.0,97.0,3 boyalı,3,0
1215,760000,2015.0,Volkswagen,Passat,1.6 TDi BlueMotion Comfortline,143.0,Yarı Otomatik,Dizel,Önden Çekiş,66.0,1598.0,120.0,2 boyalı,2,0
1216,439800,2017.0,Dacia,Sandero,1.5 dCi Stepway,50.8,Düz,Dizel,Önden Çekiş,50.0,1461.0,90.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1217,240000,2005.0,Opel,Astra,1.4 Classic,265.0,Düz,Benzin,Önden Çekiş,52.0,1364.0,90.0,3 boyalı,3,0
1218,165000,2000.0,Rover,45,1.6 Classic,310.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1588.0,109.0,"2 değişen, 11 boyalı",11,2
1219,83000,1994.0,Hyundai,Excel,1.5 GLS,298.0,Düz,LPG & Benzin,Önden Çekiş,,1468.0,71.0,,0,0
1220,157500,1999.0,Renault,Scenic,1.6 RTE,281.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,90.0,,0,0
1221,490000,2018.0,Fiat,Egea,1.3 Multijet Urban,35.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,,0,0
1222,475000,2010.0,Volkswagen,Golf,1.6 Trendline,161.0,Yarı Otomatik,LPG & Benzin,Önden Çekiş,55.0,1595.0,102.0,,0,0
1223,465000,2020.0,Fiat,Egea,1.4 Fire Easy,41.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1224,330000,2015.0,Renault,Clio,1.5 dCi SportTourer Joy,190.0,Düz,Dizel,Önden Çekiş,45.0,1461.0,75.0,1 boyalı,1,0
1225,340000,2007.0,Toyota,Corolla,1.6 Terra,136.6,Düz,LPG & Benzin,Önden Çekiş,55.0,1598.0,110.0,2 boyalı,2,0
1226,260000,2002.0,Renault,Megane,1.6 Expression,360.0,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,107.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1227,270000,2013.0,Peugeot,208,1.2 VTi Active,168.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1199.0,83.0,8 boyalı,8,0
1228,110000,1994.0,Ford,Escort,1.6 CLX,4.2,Düz,LPG & Benzin,Önden Çekiş,,1597.0,90.0,,0,0
1229,125000,1997.0,Renault,R 19,1.4 Beymen Club,229.0,Düz,LPG & Benzin,Önden Çekiş,,1397.0,80.0,,0,0
1230,580000,2020.0,Volkswagen,Polo,1.0 Trendline,29.0,Düz,Benzin,Önden Çekiş,40.0,999.0,80.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1231,440000,2018.0,Renault,Clio,1.5 dCi SportTourer Touch,155.5,Yarı Otomatik,Dizel,Önden Çekiş,45.0,1461.0,90.0,1 boyalı,1,0
1232,287500,2008.0,Fiat,Punto,Grande 1.3 Multijet Active,74.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,75.0,1 boyalı,1,0
1233,165000,2000.0,Renault,R 9,1.4 Broadway RNi,340.0,Düz,LPG & Benzin,Önden Çekiş,,1397.0,72.0,,0,0
1234,217500,2011.0,Fiat,Linea,1.3 Multijet Active Plus,317.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,90.0,3 boyalı,3,0
1235,210000,2004.0,Renault,Clio,1.4 Authentique,166.8,Düz,Benzin,Önden Çekiş,50.0,1390.0,75.0,,0,0
1236,215000,1992.0,Honda,Prelude,2.3,293.5,Düz,Benzin,Önden Çekiş,,2259.0,160.0,,0,0
1237,169000,2002.0,Peugeot,206,1.4 XT,290.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1360.0,76.0,,0,0
1238,654000,2017.0,Ford,Focus,1.6 Ti-VCT Trend X,49.81,Yarı Otomatik,Benzin,Önden Çekiş,55.0,1596.0,125.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1239,390000,2013.0,Ford,Focus,1.6 TDCi Trend X,259.0,Düz,Dizel,Önden Çekiş,53.0,1560.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1240,305000,2011.0,Ford,Focus,1.6 TDCi Titanium,218.25,Düz,Dizel,Önden Çekiş,55.0,1560.0,110.0,"3 değişen, 2 boyalı",2,3
1241,374000,2011.0,Ford,Focus,1.6 TDCi Titanium,202.1,Düz,Dizel,,,,,,0,0
1242,155555,1994.0,Fiat,Tempra,1.6 SX A,94.0,Düz,LPG & Benzin,Önden Çekiş,,1581.0,90.0,,0,0
1243,195000,2001.0,Honda,Civic,1.6 i ES,321.0,Otomatik,LPG & Benzin,Önden Çekiş,,1590.0,125.0,,0,0
1244,398000,2012.0,Honda,Civic,1.6 i-VTEC Elegance,221.0,Otomatik,LPG & Benzin,Önden Çekiş,50.0,1595.0,125.0,3 boyalı,3,0
1245,355000,2018.0,Fiat,Egea,1.3 Multijet Easy,257.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1246,349000,2017.0,Peugeot,301,1.6 HDi Active,180.0,Düz,Dizel,Önden Çekiş,50.0,1560.0,93.0,"1 değişen, 1 boyalı",1,1
1247,460000,2017.0,Peugeot,508,1.6 BlueHDi Active,44.5,Düz,Dizel,Önden Çekiş,72.0,1560.0,122.0,,0,0
1248,435000,2010.0,Skoda,Octavia,1.4 TSI Elegance,99.5,Düz,LPG & Benzin,Önden Çekiş,55.0,1390.0,122.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1249,298000,2007.0,Opel,Astra,1.3 CDTI Enjoy,174.0,Yarı Otomatik,Dizel,Önden Çekiş,52.0,1248.0,90.0,10 boyalı,10,0
1250,475000,2017.0,Fiat,Egea,1.6 E-Torq Lounge,69.8,Otomatik,LPG & Benzin,Önden Çekiş,45.0,1598.0,110.0,"2 değişen, 1 boyalı",1,2
1251,132000,1994.0,Tofaş,Doğan,S,100.0,Düz,LPG & Benzin,Arkadan İtiş,50.0,1581.0,83.0,,0,0
1252,830000,2011.0,BMW,5 Serisi,520d Exclusive,320.0,Otomatik,Dizel,Arkadan İtiş,70.0,1995.0,184.0,5 boyalı,5,0
1253,305000,2010.0,Renault,Fluence,1.5 dCi Business,259.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,85.0,,0,0
1254,308000,2010.0,Renault,Fluence,1.5 dCi Business,230.0,Düz,Dizel,Önden Çekiş,60.0,1461.0,85.0,3 boyalı,3,0
1255,247000,2008.0,Fiat,Punto,Grande 1.3 Multijet Active,238.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,75.0,,0,0
1256,410000,2013.0,Opel,Astra,1.6 Essentia Konfor,130.0,Düz,LPG & Benzin,Önden Çekiş,52.0,1598.0,115.0,2 boyalı,2,0
1257,126000,1998.0,Renault,R 9,1.4 Broadway RNi,240.0,Düz,LPG & Benzin,Önden Çekiş,,1397.0,72.0,,0,0
1258,810000,2016.0,BMW,1 Serisi,118i Joy Plus,89.0,Otomatik,Benzin,Arkadan İtiş,52.0,1499.0,136.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1259,255000,2008.0,Honda,Civic,1.6 i-VTEC Elegance,210.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1595.0,125.0,12 boyalı,12,0
1260,90000,1995.0,Fiat,Uno,70 S,275.0,Düz,LPG & Benzin,Önden Çekiş,,1372.0,72.0,,0,0
1261,265000,2012.0,Chevrolet,Cruze,1.6 Design Edition,154.0,Düz,Benzin,Önden Çekiş,60.0,1598.0,124.0,"2 değişen, 7 boyalı",7,2
1262,392500,2013.0,Ford,Focus,1.6 TDCi Trend,193.0,Düz,Dizel,Önden Çekiş,53.0,1560.0,95.0,,0,0
1263,120000,2006.0,Tata,Indica,1.4 TDI Comfort,145.0,Düz,Dizel,Önden Çekiş,37.0,1405.0,70.0,,0,0
1264,395000,2012.0,Ford,Focus,1.6 TDCi Trend X,170.0,Düz,Dizel,Önden Çekiş,53.0,1560.0,95.0,"1 değişen, 1 boyalı",1,1
1265,330000,2005.0,Audi,A4,A4 Sedan 1.9 TDI,284.0,Otomatik,Dizel,Önden Çekiş,70.0,1896.0,130.0,4 boyalı,4,0
1266,235000,1995.0,Mercedes - Benz,C,C 200 Classic,478.5,Otomatik,LPG & Benzin,,,,,,0,0
1267,248500,2008.0,Opel,Astra,1.3 CDTI Essentia,242.0,Düz,Dizel,Önden Çekiş,52.0,1248.0,90.0,,0,0
1268,227000,2008.0,Fiat,Linea,1.3 Multijet Emotion,271.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,90.0,,0,0
1269,123750,2000.0,Fiat,Siena,1.4 EL,340.0,Düz,Benzin,Önden Çekiş,,1372.0,71.0,,0,0
1270,257000,2007.0,Opel,Zafira,1.9 DTI Enjoy,203.0,Otomatik,Dizel,Önden Çekiş,,1910.0,150.0,,0,0
1271,1390000,2015.0,Mercedes - Benz,E,180 Edition E,90.4,Otomatik,Benzin,Arkadan İtiş,59.0,1595.0,156.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1272,317500,2010.0,Chevrolet,Aveo,1.4 SE,70.0,Otomatik,Benzin,Önden Çekiş,45.0,1399.0,94.0,1 değişen,0,1
1273,620000,2018.0,Ford,Focus,1.5 TDCi Trend X,165.0,Otomatik,Dizel,Önden Çekiş,47.0,1500.0,120.0,2 değişen,0,2
1274,225000,1999.0,Honda,Civic,1.4 1.4i,264.739,Düz,LPG & Benzin,,,,,,0,0
1275,94000,1996.0,Renault,R 9,1.4 Spring,200.0,Düz,LPG & Benzin,Önden Çekiş,,,,,0,0
1276,320000,2011.0,Citroen,C4,1.6 HDi Attraction,243.0,Düz,Dizel,Önden Çekiş,60.0,1560.0,93.0,3 boyalı,3,0
1277,470000,2020.0,Fiat,Egea,1.4 Fire Urban Plus,50.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,1 boyalı,1,0
1278,250000,2001.0,Opel,Astra,1.6 Comfort,222.0,Düz,LPG & Benzin,Önden Çekiş,52.0,1598.0,100.0,2 boyalı,2,0
1279,170000,2000.0,Toyota,Corolla,1.3 Terra,265.0,Düz,LPG & Benzin,Önden Çekiş,50.0,1332.0,86.0,,0,0
1280,255000,2013.0,Fiat,Linea,1.4 Fire Pop,267.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1368.0,77.0,4 boyalı,4,0
1281,350000,2011.0,Fiat,Punto,EVO 1.3 Multijet Dynamic,156.0,Düz,Dizel,Önden Çekiş,45.0,1248.0,75.0,1 boyalı,1,0
1282,266000,2007.0,Hyundai,Accent Era,1.5 CRDi-VGT Team,205.0,Düz,Dizel,Önden Çekiş,45.0,1493.0,110.0,,0,0
1283,483000,2013.0,Volkswagen,Jetta,1.6 TDi Comfortline,190.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1598.0,105.0,,0,0
1284,605000,2016.0,Honda,Jazz,1.3 Elegance,48.0,Otomatik,Benzin,Önden Çekiş,40.0,1318.0,102.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1285,245000,2005.0,Opel,Astra,1.6 Enjoy,188.0,Düz,LPG & Benzin,,,,,,0,0
1286,369000,2016.0,Citroen,C-Elysee,1.6 HDi Confort,155.0,Düz,Dizel,Önden Çekiş,48.0,1560.0,93.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1287,555000,2020.0,Opel,Astra,1.4 T Edition Plus,29.6,Düz,Benzin,Önden Çekiş,56.0,1364.0,140.0,1 boyalı,1,0
1288,165000,2001.0,Hyundai,Accent,1.3 LX,254.7,Düz,LPG & Benzin,Önden Çekiş,45.0,1341.0,86.0,"3 değişen, 9 boyalı",9,3
1289,106500,1994.0,Renault,R 9,1.4 Broadway,345.0,Düz,LPG & Benzin,Önden Çekiş,,1390.0,83.0,,0,0
1290,335000,2014.0,Ford,Fiesta,1.25 Trend,143.9,Düz,Benzin,Önden Çekiş,42.0,1242.0,82.0,1 değişen,0,1
1291,98500,1995.0,Tofaş,Şahin,S,178.0,Düz,LPG & Benzin,Arkadan İtiş,,1581.0,80.0,,0,0
1292,512000,2014.0,Volkswagen,Jetta,1.6 TDi Comfortline,175.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1598.0,105.0,5 boyalı,5,0
1293,148000,1997.0,Opel,Vectra,2.0 CD,289.0,Otomatik,LPG & Benzin,Önden Çekiş,61.0,1998.0,136.0,,0,0
1294,298500,2010.0,Ford,Focus,1.6 TDCi Trend X,210.0,Düz,Dizel,Önden Çekiş,55.0,1560.0,90.0,"1 değişen, 7 boyalı",7,1
1295,300000,2011.0,Ford,Fiesta,1.4 TDCi Titanium X,232.0,Düz,Dizel,Önden Çekiş,45.0,1398.0,70.0,,0,0
1296,260000,2010.0,Renault,Megane,1.6 Exception,214.5,Düz,LPG & Benzin,Önden Çekiş,60.0,1598.0,110.0,4 boyalı,4,0
1297,141000,1997.0,Opel,Astra,1.4 GL,310.0,Düz,LPG & Benzin,Önden Çekiş,,1389.0,82.0,,0,0
1298,520000,2013.0,Toyota,Corolla,1.4 D-4D Active,115.0,Yarı Otomatik,Dizel,Önden Çekiş,55.0,1364.0,90.0,,0,0
1299,110000,2000.0,Tofaş,Şahin,1.6 ie,97.0,Yarı Otomatik,LPG & Benzin,,,,,,0,0
1300,289000,2007.0,Ford,C-Max,1.6 TDCi Ghia,205.0,Otomatik,Dizel,Önden Çekiş,55.0,1560.0,110.0,2 boyalı,2,0
1301,725000,2016.0,Skoda,Octavia,1.6 TDI Style CR,102.0,Yarı Otomatik,Dizel,Önden Çekiş,50.0,1598.0,110.0,,0,0
1302,125000,1994.0,Hyundai,Excel,1.5 GLS,251.0,Düz,LPG & Benzin,Önden Çekiş,,1468.0,71.0,,0,0
1303,600000,2017.0,Renault,Megane,1.5 dCi Touch Plus,141.0,Yarı Otomatik,Dizel,Önden Çekiş,49.0,1461.0,110.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1304,325000,2008.0,Volkswagen,Jetta,1.6 Primeline,223.0,Düz,Benzin,Önden Çekiş,55.0,1595.0,102.0,2 değişen,0,2
1305,200000,1989.0,Mercedes - Benz,300,SEL,330.0,Düz,LPG & Benzin,,,,,,0,0
1306,335000,2013.0,Renault,Clio,0.9 TCe Touch,153.0,Düz,Benzin,Önden Çekiş,45.0,898.0,90.0,3 boyalı,3,0
1307,470000,2020.0,Fiat,Egea,1.4 Fire Easy Plus,26.0,Düz,Benzin,Önden Çekiş,45.0,1368.0,95.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1308,273500,2008.0,Renault,Clio,1.4 Extreme,178.0,Düz,Benzin,Önden Çekiş,55.0,1390.0,98.0,2 boyalı,2,0
1309,600000,2020.0,Nissan,Micra,1.0 IG-T Visia,23.5,Otomatik,Benzin,Önden Çekiş,41.0,999.0,92.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1310,225000,2004.0,Renault,Megane,1.6 Dynamique,240.5,Düz,Benzin,Önden Çekiş,60.0,1598.0,115.0,,0,0
1311,266000,2012.0,Toyota,Auris,1.33 Comfort,255.0,Düz,LPG & Benzin,Önden Çekiş,55.0,1329.0,99.0,"4 değişen, 5 boyalı",5,4
1312,350000,2010.0,Chevrolet,Cruze,1.6 LS,105.0,Otomatik,LPG & Benzin,Önden Çekiş,60.0,1598.0,124.0,2 boyalı,2,0
1313,315000,2016.0,Fiat,Egea,1.3 Multijet Easy,162.423,Düz,Dizel,Önden Çekiş,45.0,1248.0,95.0,"3 değişen, 4 boyalı",4,3
1314,93750,1993.0,Renault,R 9,1.4 Broadway GTE,240.0,Düz,LPG & Benzin,Önden Çekiş,,1390.0,83.0,,0,0
1315,100000,1992.0,Lada,Samara,1.5,150.0,Düz,LPG & Benzin,Önden Çekiş,,1500.0,75.0,,0,0
1316,725000,2016.0,BMW,2 Serisi,216d Active Tourer Active Tourer,142.0,Otomatik,Dizel,Önden Çekiş,51.0,1496.0,116.0,Tamamı orjinal,Tamamı orjinal,Tamamı orjinal
1317,310000,2013.0,Opel,Corsa,1.2 Twinport Essentia,159.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1229.0,85.0,10 boyalı,10,0
1318,230000,2005.0,Hyundai,Accent,1.6 Admire,236.0,Düz,LPG & Benzin,Önden Çekiş,45.0,1599.0,112.0,,0,0
1319,410000,2015.0,Hyundai,Accent Blue,1.4 D-CVVT Mode Plus,37.242,Düz,Benzin,Önden Çekiş,43.0,1368.0,100.0,,0,0
1320,120000,1997.0,Ford,Escort,1.8 Ghia,265.0,Düz,LPG & Benzin,Önden Çekiş,,1796.0,115.0,,0,0
1321,150000,1979.0,Ford,Granada,1.7,116.0,Düz,Benzin,Arkadan İtiş,,1700.0,75.0,,0,0
1322,440000,2010.0,Honda,Civic,1.6 i-VTEC Elegance,150.0,Otomatik,LPG & Benzin,Önden Çekiş,50.0,1595.0,125.0,"1 değişen, 5 boyalı",5,1
1323,255000,2005.0,Renault,Clio,1.4 Alize,225.0,Düz,LPG & Benzin,,,,,,0,0
1324,497000,2015.0,Hyundai,i30,1.6 CRDi Elite,92.0,Yarı Otomatik,Dizel,Önden Çekiş,53.0,1582.0,136.0,"2 değişen, 2 boyalı",2,2
1325,310000,2011.0,Kia,Venga,1.4 CRDi Active,195.0,Düz,Dizel,Önden Çekiş,48.0,1396.0,90.0,,0,0
1326,395000,2012.0,Hyundai,Accent Blue,1.6 CRDI Prime,126.841,Otomatik,Dizel,Önden Çekiş,43.0,1582.0,128.0,1 boyalı,1,0
1327,175000,1999.0,Fiat,Palio,1.4 EL,135.0,Düz,LPG & Benzin,Önden Çekiş,51.0,1368.0,77.0,,0,0
1328,279000,2001.0,Opel,Astra,1.6 Elegance,260.0,Düz,Benzin,Önden Çekiş,52.0,1598.0,100.0,,0,0
